experiment_name,n_protein,cytokine_protein,best_cluster,best_pdb_path,Nstruc,Evdw+0.1Eelec,Evdw+0.1Eelec_sd,Evdw,Evdw_sd,Eelec,Eelec_sd,Eair,Eair_sd,Edesolv,Edesolv_sd,AIRviol,AIRviol_sd,dihedviol,dihedviol_sd,BSA,BSA_sd,haddock-score,haddock-score_sd,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M,intraclashes_group1,intraclashes_group2,foldx_deltaG_kcalpermol,stability_group1,stability_group2
SARS-CoV-2-BA.4-N__CCL19,SARS-CoV-2-BA.4-N,CCL19,1,./results/SARS-CoV-2-BA.4-N__CCL19/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL19_189w.pdb,7,-78.79,12.33,-51.25,10.15,-275.37,57.89,3083.96,190.98,13.77,3.012,47.14,0,0,0,2498.621,156.21,215.843,13.285,-12.4,7.9E-10,24.2785,3.7076,-12.2211,276.326,7.18027
SARS-CoV-N__IFNgamma,SARS-CoV-N,IFNgamma,2,./results/SARS-CoV-N__IFNgamma/run1/structures/it1/water/SARS-CoV-N__IFNgamma_9w.pdb,4,-84.87,5.26,-45.6,4.78,-392.74,49.57,3149.7,135.27,22.168,1.217,52,0,0,0,2187.042,42.778,212.99,7.545,-10,4.7E-08,27.5078,8.90791,-12.2192,283.44,83.3182
SARS-CoV-2-B.1.1-N__IL-27,SARS-CoV-2-B.1.1-N,IL-27,13,./results/SARS-CoV-2-B.1.1-N__IL-27/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__IL-27_72w.pdb,2,-119.31,0.2,-82.6,0.48,-367.06,2.8,4601.02,454.38,-2.636,0.185,73,0,0,0,3516,21.39,301.453,45.705,-13.2,2.2E-10,26.4637,25.3422,-12.1102,263.084,17.0796
SARS-CoV-2-BA.4-N__IL-6,SARS-CoV-2-BA.4-N,IL-6,1,./results/SARS-CoV-2-BA.4-N__IL-6/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-6_2w.pdb,13,-103.5,12.6,-71.29,9.39,-322.14,42.6,3393.43,313.8,16.568,2.422,58.08,0,0,0,2763.595,249.918,220.193,37.83,-12.4,7.4E-10,24.8705,7.37613,-12.0328,282.877,14.482
BANAL-20-52-N__XCL1,BANAL-20-52-N,XCL1,2,./results/BANAL-20-52-N__XCL1/run1/structures/it1/water/BANAL-20-52-N__XCL1_72w.pdb,7,-112.4,11.91,-73.01,10.89,-393.94,23.69,2907.95,215.51,31.954,4.289,53,0,0,0,3037.961,200.498,170.954,30.645,-12,1.6E-09,28.6923,8.59189,-11.9856,258.936,58.092
SARS-CoV-2-B.1.1-N__TNFalpha,SARS-CoV-2-B.1.1-N,TNFalpha,1,./results/SARS-CoV-2-B.1.1-N__TNFalpha/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__TNFalpha_175w.pdb,6,-101.62,9.64,-80.97,10.23,-206.49,16.29,3477.07,147.55,9.625,1.773,61,0,0,0,2700.408,155.187,227.81,16.874,-15.6,3.4E-12,23.8187,11.2395,-11.9754,255.949,41.136
SARS-CoV-2-B.1.1.7-N__IFNbeta,SARS-CoV-2-B.1.1.7-N,IFNbeta,8,./results/SARS-CoV-2-B.1.1.7-N__IFNbeta/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IFNbeta_5w.pdb,4,-100.43,16.58,-69.87,13.21,-305.6,35.82,2971.08,207.19,6.168,6.896,50,0,0,0,2433.4,226.813,172.287,33.086,-13.4,1.5E-10,27.5772,11.1751,-11.9501,264.435,-13.1608
SARS-CoV-2-BA.1.1-N__CXCL1,SARS-CoV-2-BA.1.1-N,CXCL1,2,./results/SARS-CoV-2-BA.1.1-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CXCL1_146w.pdb,11,-105.21,12.13,-84.45,10.72,-207.65,34.55,3017.87,209.8,7.998,1.925,49.36,0,0,0,2770.868,119.047,183.807,22.454,-12.8,4.1E-10,21.6238,2.41666,-11.9162,280.441,25.5229
OC43-N__CCL25,OC43-N,CCL25,1,./results/OC43-N__CCL25/run1/structures/it1/water/OC43-N__CCL25_155w.pdb,6,-129.97,7.03,-90.38,5.53,-395.88,30.28,3642.76,71.39,-10.402,4.662,59.17,0,0,0,3520.183,196.737,184.318,13.431,-15.5,4.5E-12,34.9634,26.9022,-11.9105,293.218,112.996
SARS-CoV-2-BA.4-N__CCL7,SARS-CoV-2-BA.4-N,CCL7,9,./results/SARS-CoV-2-BA.4-N__CCL7/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL7_107w.pdb,4,-123.81,23.34,-90.31,13.96,-335.03,97.66,2901.22,58.04,11.292,2.871,46.75,0,0,0,3361.108,326.869,144.095,29.54,-14.8,1.3E-11,27.4392,6.90911,-11.8726,281.63,32.4824
SARS-CoV-2-B.1.617.2-DeltaA-N__IFNgamma,SARS-CoV-2-B.1.617.2-DeltaA-N,IFNgamma,3,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__IFNgamma/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__IFNgamma_30w.pdb,4,-90.85,13.77,-55.38,14.43,-354.65,7.05,3254.65,82.1,19.379,2.222,55.75,0,0,0,2654.025,392.288,218.531,16.711,-12.3,9.5E-10,28.6658,8.88336,-11.8535,275.179,83.4919
SARS-CoV-2-XBB-N__CXCL5,SARS-CoV-2-XBB-N,CXCL5,6,./results/SARS-CoV-2-XBB-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-XBB-N__CXCL5_75w.pdb,4,-119.06,13.42,-90.6,9.4,-284.6,52.66,2682.87,151.94,13.11,2.382,48.25,0,0,0,2896.257,248.584,133.878,30.464,-12.3,8.9E-10,23.1255,4.74978,-11.8334,265.411,34.8955
RaTG13-N__CCL20,RaTG13-N,CCL20,7,./results/RaTG13-N__CCL20/run1/structures/it1/water/RaTG13-N__CCL20_101w.pdb,4,-143.6,11.46,-106.92,9.07,-366.78,24.64,2804.43,72.95,23.109,2.707,48,0,0,0,3532.483,87.363,123.274,12.326,-15,1.1E-11,25.7557,3.25908,-11.8125,263.089,17.1333
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL4,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL4,6,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL4/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL4_134w.pdb,4,-85.22,10.35,-66.2,8.62,-190.18,63.15,3268.17,25.64,-6.114,5.015,48.5,0,0,0,2114.998,144.806,216.462,14.815,-10.5,1.9E-08,29.3516,3.9585,-11.7518,277.478,19.3297
SARS-CoV-2-B.1.1.7-N__CCL15,SARS-CoV-2-B.1.1.7-N,CCL15,2,./results/SARS-CoV-2-B.1.1.7-N__CCL15/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL15_195w.pdb,5,-95.38,4.75,-68.01,3.6,-273.72,21.3,3078.82,23.81,1.162,2.493,52,0,0,0,2222.966,69.345,186.288,5.142,-10.7,1.5E-08,24.8039,4.68816,-11.7382,274.753,27.1509
SARS-CoV-2-B.1.1.7-N__CXCL1,SARS-CoV-2-B.1.1.7-N,CXCL1,1,./results/SARS-CoV-2-B.1.1.7-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL1_138w.pdb,4,-66.87,8.51,-47.44,12.76,-194.27,60.67,3155.36,124.28,2.358,6.739,47.5,0,0,0,1893.24,209.674,231.6,9.092,-12.1,1.3E-09,26.8909,3.84824,-11.7356,246.183,19.9517
MERS-CoV-N__CCL14,MERS-CoV-N,CCL14,11,./results/MERS-CoV-N__CCL14/run1/structures/it1/water/MERS-CoV-N__CCL14_101w.pdb,4,-102.71,8.15,-80.99,3.27,-217.26,48.91,2950.93,180.38,-14.112,3.276,42.5,0,0,0,2562.887,222.118,156.543,15.081,-14.8,1.3E-11,33.6106,4.6607,-11.7273,294.866,12.7328
SARS-CoV-2-BA.1.1-N__TNFbeta,SARS-CoV-2-BA.1.1-N,TNFbeta,11,./results/SARS-CoV-2-BA.1.1-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__TNFbeta_46w.pdb,2,-100.33,23.44,-83.2,23.67,-171.37,2.3,3594.86,291.5,-2.918,6.654,62.5,0,0,0,3045.185,559.745,239.096,59.011,-14.2,4.1E-11,30.4292,12.5419,-11.7092,304.706,76.5632
RaTG13-N__IL-1beta,RaTG13-N,IL-1beta,1,./results/RaTG13-N__IL-1beta/run1/structures/it1/water/RaTG13-N__IL-1beta_15w.pdb,7,-136.05,15.31,-86.12,11.07,-499.36,63.28,3116.88,260.23,33.634,4.316,53.14,0,0,0,3203.201,206.557,159.332,26.926,-14.6,2.1E-11,30.7497,11.5205,-11.6813,263.467,32.2065
OC43-N__IL-1alpha,OC43-N,IL-1alpha,7,./results/OC43-N__IL-1alpha/run1/structures/it1/water/OC43-N__IL-1alpha_1w.pdb,4,-110.89,15.65,-83.62,13.64,-272.67,36.44,3227.82,230.8,2.614,4.46,55.75,0,0,0,3191.05,349.099,187.242,38.873,-16,1.8E-12,29.5166,16.7905,-11.5577,285.355,41.6246
BANAL-20-52-N__CCL3L1,BANAL-20-52-N,CCL3L1,1,./results/BANAL-20-52-N__CCL3L1/run1/structures/it1/water/BANAL-20-52-N__CCL3L1_97w.pdb,13,-136.59,14.52,-107,13.1,-295.89,41.36,2824.66,168.67,7.876,6.211,46.38,0,0,0,3193.08,137.998,124.162,33.676,-10.7,1.4E-08,20.9695,4.46483,-11.495,271.871,21.0804
SARS-CoV-2-BQ.1-N__CXCL7,SARS-CoV-2-BQ.1-N,CXCL7,3,./results/SARS-CoV-2-BQ.1-N__CXCL7/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL7_146w.pdb,7,-93,6.28,-62.89,9.48,-301.1,63.87,2882.78,270.52,19.295,4.183,46.29,0,0,0,2583.463,122.559,184.459,25.149,-11.5,3.8E-09,25.6336,4.48201,-11.476,253.604,58.3356
SARS-CoV-2-B.1.1.529-N__CXCL3,SARS-CoV-2-B.1.1.529-N,CXCL3,4,./results/SARS-CoV-2-B.1.1.529-N__CXCL3/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__CXCL3_154w.pdb,6,-106.17,11.64,-87.46,9.34,-187.14,27.59,3095.18,69.75,5.56,3.081,50.17,0,0,0,2725.648,114.109,190.191,15.721,-13.1,2.3E-10,24.9994,3.16733,-11.4536,271.34,19.03
MERS-CoV-N__CCL4,MERS-CoV-N,CCL4,10,./results/MERS-CoV-N__CCL4/run1/structures/it1/water/MERS-CoV-N__CCL4_13w.pdb,4,-91.71,8.43,-64.97,6.66,-267.39,61.34,3102.08,284.01,9.631,4.129,45.25,0,0,0,2509.787,129.258,201.393,21.176,-11.2,6E-09,35.481,3.54889,-11.4324,288.152,5.53609
SARS-CoV-2-BA.2-N__CCL5,SARS-CoV-2-BA.2-N,CCL5,2,./results/SARS-CoV-2-BA.2-N__CCL5/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL5_103w.pdb,10,-115.91,18.54,-81.93,17.16,-339.81,51.12,2850.16,183.29,6.198,6.621,46.2,0,0,0,2623.021,280.034,141.321,34.55,-14.4,2.8E-11,22.4531,7.85622,-11.3704,263.115,20.726
MERS-CoV-N__CCL5,MERS-CoV-N,CCL5,4,./results/MERS-CoV-N__CCL5/run1/structures/it1/water/MERS-CoV-N__CCL5_148w.pdb,6,-103.35,11.79,-77.13,11.86,-262.17,40.8,3261.11,60.88,7.6,3.08,46.67,0,0,0,3030.782,170.862,204.147,14.976,-12.9,3.2E-10,34.7501,3.44451,-11.3566,290.18,6.92004
SARS-CoV-2-WA1-N__IL-18,SARS-CoV-2-WA1-N,IL-18,2,./results/SARS-CoV-2-WA1-N__IL-18/run1/structures/it1/water/SARS-CoV-2-WA1-N__IL-18_25w.pdb,6,-88.08,8.2,-65.77,5.84,-223.12,37.88,3530.43,232.48,9.085,2.523,59.67,0,0,0,2366.395,152.621,251.738,28.191,-15.6,3.7E-12,21.4727,14.4834,-11.3546,266.786,24.3809
SARS-CoV-2-P.1-N__IL-10,SARS-CoV-2-P.1-N,IL-10,4,./results/SARS-CoV-2-P.1-N__IL-10/run1/structures/it1/water/SARS-CoV-2-P.1-N__IL-10_17w.pdb,4,-120.72,6.04,-63.61,3.32,-571.13,64.1,2927.11,157.02,29.088,4.41,52.5,0,0,0,3015.538,124.153,143.961,16.457,-13.3,1.9E-10,21.4365,10.9123,-11.3412,268.56,16.8341
SARS-CoV-2-B.1.351-N__CXCL2,SARS-CoV-2-B.1.351-N,CXCL2,3,./results/SARS-CoV-2-B.1.351-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CXCL2_58w.pdb,6,-106.01,2.61,-66.89,3.64,-391.28,39.7,3250.86,92.11,14.532,2.803,50,0,0,0,2581.608,41.518,194.476,10.407,-12,1.7E-09,33.3791,2.84713,-11.334,266.573,11.1701
SARS-CoV-2-WA1-N__CXCL8,SARS-CoV-2-WA1-N,CXCL8,7,./results/SARS-CoV-2-WA1-N__CXCL8/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL8_88w.pdb,4,-107.71,5.52,-82.52,3.6,-251.97,28.93,3173.9,62.22,10.658,2.323,55.5,0,0,0,2700.78,55.552,195.139,6.093,-13.7,8.3E-11,23.2187,4.43867,-11.33,249.274,15.4704
SARS-CoV-N__CXCL11,SARS-CoV-N,CXCL11,11,./results/SARS-CoV-N__CXCL11/run1/structures/it1/water/SARS-CoV-N__CXCL11_28w.pdb,5,-98.96,14.21,-74.09,15.83,-248.69,75.34,2733.71,168.59,-5.753,5.526,46.2,0,0,0,2715.394,95.105,143.793,30.643,-11.3,4.8E-09,21.262,6.36745,-11.3051,245.756,34.38
SARS-CoV-2-BQ.1-N__IL-6,SARS-CoV-2-BQ.1-N,IL-6,2,./results/SARS-CoV-2-BQ.1-N__IL-6/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IL-6_154w.pdb,4,-117.18,9.28,-62.02,8.18,-551.62,12.11,3731.21,123.58,38.296,3.224,66.25,0,0,0,3145.56,67.176,239.079,8.593,-13.2,2.1E-10,25.6885,7.7224,-11.3027,250.83,-12.5575
RaTG13-N__CXCL4,RaTG13-N,CXCL4,5,./results/RaTG13-N__CXCL4/run1/structures/it1/water/RaTG13-N__CXCL4_69w.pdb,5,-92.86,8.46,-68.43,10,-244.3,22.75,2788.39,109.81,10.811,2.758,45.4,0,0,0,2188.608,120.61,172.357,19.669,-12.1,1.3E-09,29.3259,4.36972,-11.2769,274.032,38.8566
BANAL-20-52-N__CCL4L1,BANAL-20-52-N,CCL4L1,8,./results/BANAL-20-52-N__CCL4L1/run1/structures/it1/water/BANAL-20-52-N__CCL4L1_199w.pdb,5,-111.85,19.45,-86.53,18.32,-253.18,41.23,2857.41,80.51,-7.865,3.646,45.8,0,0,0,2727.53,249.605,140.707,21.186,-15.2,7.3E-12,24.5973,1.14427,-11.2666,253.182,27.931
RaTG13-N__CCL13,RaTG13-N,CCL13,4,./results/RaTG13-N__CCL13/run1/structures/it1/water/RaTG13-N__CCL13_138w.pdb,4,-125.32,19.3,-88.76,15.54,-365.58,43.52,2710.02,121.4,24.351,3.866,46.25,0,0,0,3325.53,259.622,133.477,26.329,-14.4,2.6E-11,26.6274,5.91315,-11.2318,268.57,21.0823
SARS-CoV-2-BQ.1-N__IL-18BP,SARS-CoV-2-BQ.1-N,IL-18BP,2,./results/SARS-CoV-2-BQ.1-N__IL-18BP/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IL-18BP_12w.pdb,4,-128.36,15.99,-97.76,10.42,-305.99,65.02,3108.22,173.47,17.013,6.344,56.75,0,0,0,3490.17,266.107,168.879,24.986,-14.2,3.6E-11,28.6821,8.06678,-11.2293,250.167,66.3243
SARS-CoV-2-B.1.1.7-N__CXCL4,SARS-CoV-2-B.1.1.7-N,CXCL4,1,./results/SARS-CoV-2-B.1.1.7-N__CXCL4/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CXCL4_93w.pdb,8,-95.44,15.96,-58.2,12.33,-372.42,68.32,2993.49,169.81,19.222,2.366,45.62,0,0,0,2479.283,187.221,185.886,28.033,-14.9,1.2E-11,31.3681,3.31008,-11.1931,243.85,27.0066
SARS-CoV-2-BA.2-N__IL-17a,SARS-CoV-2-BA.2-N,IL-17a,2,./results/SARS-CoV-2-BA.2-N__IL-17a/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IL-17a_101w.pdb,4,-86.09,16.94,-59.07,15.73,-270.22,36.13,3108.55,144.97,19.35,3.074,53.5,0,0,0,2807.297,357.989,217.09,9.206,-11.9,1.9E-09,23.2727,9.80597,-11.1898,263.94,59.465
RaTG13-N__CCL4,RaTG13-N,CCL4,3,./results/RaTG13-N__CCL4/run1/structures/it1/water/RaTG13-N__CCL4_199w.pdb,5,-141.52,6.28,-88.99,9.24,-525.22,42.47,2757.38,150.31,15.613,3.895,45.2,0,0,0,2743.69,86.751,97.314,6.52,-11.3,5.5E-09,27.092,3.57858,-11.1408,268.133,17.0998
OC43-N__IFNbeta,OC43-N,IFNbeta,1,./results/OC43-N__IFNbeta/run1/structures/it1/water/OC43-N__IFNbeta_193w.pdb,6,-66.05,7.12,-46.31,4.25,-197.46,51.93,3730.72,135.73,-0.259,3.856,62.5,0,0,0,1943.835,108.371,287.012,20.167,-11.7,2.5E-09,28.8423,9.40991,-11.1235,262.534,28.7489
OC43-N__CCL3,OC43-N,CCL3,2,./results/OC43-N__CCL3/run1/structures/it1/water/OC43-N__CCL3_75w.pdb,26,-115.81,13.57,-69.08,11.76,-467.36,58.69,2987.27,202.19,7.296,3.946,48.81,0,0,0,2993.401,180.006,143.471,28.196,-14.7,1.6E-11,27.8645,5.0743,-11.1201,287.317,16.7264
SARS-CoV-2-B.1.1.7-N__CCL3L1,SARS-CoV-2-B.1.1.7-N,CCL3L1,3,./results/SARS-CoV-2-B.1.1.7-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__CCL3L1_180w.pdb,8,-106.53,7.26,-76.67,6.71,-298.59,38.29,2852.68,197.9,12.168,4.29,45.62,0,0,0,2441.266,114.679,161.052,17.967,-13.7,8.5E-11,20.8464,8.40917,-11.1154,255.822,45.4606
SARS-CoV-2-BA.2-N__CCL23,SARS-CoV-2-BA.2-N,CCL23,4,./results/SARS-CoV-2-BA.2-N__CCL23/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL23_120w.pdb,4,-133.52,16.82,-73.01,16.73,-605.08,28.22,3006.3,115.55,25.941,3.151,50,0,0,0,3052.715,178.322,132.544,25.328,-12.2,1.1E-09,24.0292,25.538,-11.0636,265.377,87.3477
BANAL-20-52-N__CCL13,BANAL-20-52-N,CCL13,8,./results/BANAL-20-52-N__CCL13/run1/structures/it1/water/BANAL-20-52-N__CCL13_102w.pdb,4,-118.36,17.02,-87.42,11.35,-309.43,61.97,2733.2,330.04,4.316,1.524,46.75,0,0,0,2787.085,236.436,128.332,46.71,-12.2,1E-09,25.8548,3.51092,-11.0234,270.558,16.3003
SARS-CoV-2-B.1.351-N__CCL3,SARS-CoV-2-B.1.351-N,CCL3,6,./results/SARS-CoV-2-B.1.351-N__CCL3/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__CCL3_8w.pdb,7,-101.03,6.47,-68.1,5.09,-329.26,32.53,2972.96,109.88,8.035,2.228,47.14,0,0,0,2674.09,82.294,171.38,17.306,-12.6,5.3E-10,30.0167,4.16406,-11.0122,273.766,8.10299
SARS-CoV-2-BA.2-N__CCL19,SARS-CoV-2-BA.2-N,CCL19,3,./results/SARS-CoV-2-BA.2-N__CCL19/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL19_21w.pdb,4,-105.81,4.19,-72.55,5.34,-332.54,32.73,2936.09,97.37,22.909,2.858,48.5,0,0,0,2596.22,139.441,177.458,12.963,-13.1,2.3E-10,21.3905,3.94261,-10.9918,257.768,14.2328
OC43-N__CCL1,OC43-N,CCL1,6,./results/OC43-N__CCL1/run1/structures/it1/water/OC43-N__CCL1_19w.pdb,4,-93.49,5.7,-61.01,4.12,-324.8,16.55,3211.7,132.86,-16.553,2.359,51,0,0,0,2839.698,146.513,178.647,20.504,-12.4,7.8E-10,30.2066,5.78402,-10.9475,279.098,20.8619
SARS-CoV-2-B.1.1-N__CCL16,SARS-CoV-2-B.1.1-N,CCL16,1,./results/SARS-CoV-2-B.1.1-N__CCL16/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL16_143w.pdb,9,-95.12,8.96,-77.23,7.59,-178.88,42.6,3077.72,213.79,3.413,4.833,52.56,0,0,0,2787.882,125.06,198.177,19.028,-11.6,3.3E-09,27.562,6.62328,-10.9402,287.725,36.0256
SARS-CoV-N__IL-6,SARS-CoV-N,IL-6,5,./results/SARS-CoV-N__IL-6/run1/structures/it1/water/SARS-CoV-N__IL-6_39w.pdb,4,-77.41,18.21,-58.34,11.64,-190.63,71.21,3587.45,224.39,17.82,1.323,63,0,0,0,2675.883,298.696,280.096,48.271,-14.2,3.6E-11,30.629,8.70327,-10.9332,288.179,3.65281
MERS-CoV-N__CXCL11,MERS-CoV-N,CXCL11,8,./results/MERS-CoV-N__CXCL11/run1/structures/it1/water/MERS-CoV-N__CXCL11_41w.pdb,4,-102.81,5.2,-61.22,4.38,-415.97,82.42,2745.93,176.54,17.98,2.496,44,0,0,0,2954.125,150.105,148.16,26.852,-11.2,6.5E-09,36.0742,6.34826,-10.9231,289.887,50.1207
SARS-CoV-2-B.1.1.529-N__IFNgamma,SARS-CoV-2-B.1.1.529-N,IFNgamma,4,./results/SARS-CoV-2-B.1.1.529-N__IFNgamma/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IFNgamma_73w.pdb,4,-103.27,21.79,-86.17,17.79,-170.94,53.21,3282.31,164.47,-3.521,2.406,55.75,0,0,0,3104.205,466.162,204.348,42.112,-13.1,2.5E-10,27.7225,8.37242,-10.8903,252.633,91.1123
SARS-CoV-2-BA.2-N__CCL2,SARS-CoV-2-BA.2-N,CCL2,6,./results/SARS-CoV-2-BA.2-N__CCL2/run1/structures/it1/water/SARS-CoV-2-BA.2-N__CCL2_168w.pdb,4,-110.84,8.15,-66.8,9.99,-440.38,30.78,2901.27,88.33,23.439,3.685,48.75,0,0,0,2682.483,140.518,158.692,13.135,-14.9,1.2E-11,25.9727,4.78445,-10.8728,252.808,26.3477
SARS-CoV-2-XBB-N__CCL18,SARS-CoV-2-XBB-N,CCL18,7,./results/SARS-CoV-2-XBB-N__CCL18/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL18_43w.pdb,4,-94.66,7.29,-68.01,6.24,-266.53,11.05,2742.3,166.3,5.327,5.095,43.5,0,0,0,2281.9,127.578,158.243,15.358,-12.1,1.3E-09,17.2904,2.68045,-10.8203,241.843,13.8883
MERS-CoV-N__IL-1alpha,MERS-CoV-N,IL-1alpha,4,./results/MERS-CoV-N__IL-1alpha/run1/structures/it1/water/MERS-CoV-N__IL-1alpha_173w.pdb,7,-118.4,16.7,-89.44,13.23,-289.64,63.33,3566.2,154.98,13.084,2.442,54.71,0,0,0,2916.711,321.019,222.341,24.556,-14.3,3.4E-11,34.3021,15.5836,-10.8145,274.645,34.5812
SARS-CoV-2-WA1-N__IL-27,SARS-CoV-2-WA1-N,IL-27,11,./results/SARS-CoV-2-WA1-N__IL-27/run1/structures/it1/water/SARS-CoV-2-WA1-N__IL-27_68w.pdb,2,-89.76,6.69,-79.55,11.43,-102.09,47.38,5226.17,167.66,-8.745,4.204,86.5,0,0,0,3172.405,86.665,413.903,10.614,-13.4,1.4E-10,21.0217,27.5959,-10.7479,249.024,7.71289
SARS-CoV-2-B.1.1.7-N__TNFbeta,SARS-CoV-2-B.1.1.7-N,TNFbeta,3,./results/SARS-CoV-2-B.1.1.7-N__TNFbeta/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__TNFbeta_37w.pdb,5,-104.73,15.38,-83.38,12.63,-213.49,36.97,3297.29,180.8,-5.368,3.224,57.8,0,0,0,2918.776,290.485,211.159,48.224,-12.7,4.5E-10,21.6836,12.2806,-10.7372,247.529,41.4311
SARS-CoV-2-B.1.351-N__IL-1beta,SARS-CoV-2-B.1.351-N,IL-1beta,6,./results/SARS-CoV-2-B.1.351-N__IL-1beta/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL-1beta_79w.pdb,5,-112.54,12.02,-82.69,9.61,-298.51,25.16,3317.71,218.52,18.193,3.879,58.6,0,0,0,3027.908,231.497,207.569,15.758,-15.7,2.8E-12,31.7251,13.0583,-10.7289,277.643,33.0456
MERS-CoV-N__CCL2,MERS-CoV-N,CCL2,3,./results/MERS-CoV-N__CCL2/run1/structures/it1/water/MERS-CoV-N__CCL2_178w.pdb,6,-102.32,12.27,-72.83,13.34,-294.91,59.28,3151.31,292.61,6.638,3.339,47.5,0,0,0,2696.232,149.833,189.962,36.811,-13.3,1.8E-10,34.5161,4.85166,-10.6524,287.222,16.6399
SARS-CoV-2-BQ.1-N__CXCL4,SARS-CoV-2-BQ.1-N,CXCL4,5,./results/SARS-CoV-2-BQ.1-N__CXCL4/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CXCL4_49w.pdb,5,-111.89,16.82,-72.22,11.85,-396.79,73.14,2668.8,107.33,21.789,4.115,42.6,0,0,0,3005.894,222.219,137.096,28.365,-11.9,1.9E-09,26.5439,5.94258,-10.6448,261.23,35.6494
SARS-CoV-2-B.1.1.529-N__IL-10,SARS-CoV-2-B.1.1.529-N,IL-10,2,./results/SARS-CoV-2-B.1.1.529-N__IL-10/run1/structures/it1/water/SARS-CoV-2-B.1.1.529-N__IL-10_177w.pdb,4,-136.63,20.18,-91.7,20.69,-449.29,56.97,2954.29,259.78,26.511,1.254,50.75,0,0,0,3640.718,181.183,140.384,15.601,-10.6,1.8E-08,27.585,10.9934,-10.628,272.377,24.7044
SARS-CoV-2-WA1-N__CXCL1,SARS-CoV-2-WA1-N,CXCL1,2,./results/SARS-CoV-2-WA1-N__CXCL1/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL1_54w.pdb,9,-94.49,12.48,-76.03,12.57,-184.62,31.29,2979.22,168.47,12.95,4.354,48.67,0,0,0,2764.991,169.909,197.921,25.095,-12.3,1E-09,23.5871,3.86946,-10.6271,257.435,25.2966
SARS-CoV-2-XBB-N__CCL25,SARS-CoV-2-XBB-N,CCL25,2,./results/SARS-CoV-2-XBB-N__CCL25/run1/structures/it1/water/SARS-CoV-2-XBB-N__CCL25_13w.pdb,4,-90.52,5.05,-59.95,7.41,-305.66,70.59,3164.3,247.09,-10.259,4.323,51.5,0,0,0,2508.117,242.67,185.088,30.757,-10.8,1.3E-08,21.9218,27.3745,-10.6119,253.828,94.7966
BANAL-20-52-N__CXCL11,BANAL-20-52-N,CXCL11,5,./results/BANAL-20-52-N__CXCL11/run1/structures/it1/water/BANAL-20-52-N__CXCL11_165w.pdb,4,-128.42,22.86,-104.59,25.69,-238.32,84.2,2629.83,180.84,5.824,4.708,44.25,0,0,0,3086.737,339.971,116.55,38.512,-13.5,1.2E-10,26.4915,3.68371,-10.6115,249.87,46.428
MERS-CoV-N__CCL3,MERS-CoV-N,CCL3,1,./results/MERS-CoV-N__CCL3/run1/structures/it1/water/MERS-CoV-N__CCL3_118w.pdb,11,-94.28,11.57,-81.85,10.79,-124.31,21.91,3048.89,186.04,-13.078,5.23,46.45,0,0,0,2686.426,149.584,185.096,26.43,-11.8,2.1E-09,33.2457,4.05845,-10.6013,286.188,8.73795
