,experiment_name,n_protein,cytokine_protein,best_pdb_path,prodigy_deltaG_kcalpermol,prodigy_dissociation_constant_M
461,SARS-CoV-2-BQ.1-N_CCL20,SARS-CoV-2-BQ.1-N,CCL20,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.3e-07
462,SARS-CoV-2-B.1.1.529-N_CXCL6,SARS-CoV-2-B.1.1.529-N,CXCL6,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL6/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
463,SARS-CoV-N_IL-13,SARS-CoV-N,IL-13,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,2e-06
464,SARS-CoV-2-B.1.351-N_CCL19,SARS-CoV-2-B.1.351-N,CCL19,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL19/relaxed_model_1_multimer_v3_pred_0.pdb,-11.7,2.7e-09
465,SARS-CoV-2-BA.2-N_CCL11,SARS-CoV-2-BA.2-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.1e-06
466,SARS-CoV-N_CCL16,SARS-CoV-N,CCL16,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3e-07
467,OC43-N_CCL4L1,OC43-N,CCL4L1,/AF23_complexes/complex_pdbs/OC43-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
468,SARS-CoV-2-B.1.351-N_IFNA2,SARS-CoV-2-B.1.351-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-11.4,4e-09
469,SARS-CoV-2-B.1.351-N_CXCL8,SARS-CoV-2-B.1.351-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-10.6,1.8e-08
470,SARS-CoV-2-P.1-N_XCL1,SARS-CoV-2-P.1-N,XCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_XCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.2e-08
471,SARS-CoV-2-B.1.1.7-N_CXCL3,SARS-CoV-2-B.1.1.7-N,CXCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.3e-08
472,MERS-CoV-N_IL-1alpha,MERS-CoV-N,IL-1alpha,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.2e-08
473,SARS-CoV-2-BA.1.1-N_IFNlambda1,SARS-CoV-2-BA.1.1-N,IFNlambda1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_IFNlambda1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.5,6.3e-07
474,SARS-CoV-2-B.1.351-N_INFbeta,SARS-CoV-2-B.1.351-N,INFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_INFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.1e-08
475,SARS-CoV-2-B.1.1.7-N_IL-17a,SARS-CoV-2-B.1.1.7-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-7.8,1.9e-06
476,SARS-CoV-2-BA.4-N_IL-17a,SARS-CoV-2-BA.4-N,IL-17a,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-17a/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.6e-06
477,SARS-CoV-2-B.1.351-N_CCL2,SARS-CoV-2-B.1.351-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.6,8.4e-08
478,OC43-N_IFNomega,OC43-N,IFNomega,/AF23_complexes/complex_pdbs/OC43-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-11.4,4.7e-09
479,OC43-N_CCL23,OC43-N,CCL23,/AF23_complexes/complex_pdbs/OC43-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-17.3,2e-13
480,SARS-CoV-2-P.1-N_CCL24,SARS-CoV-2-P.1-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,5.3e-07
481,SARS-CoV-2-BA.2-N_CXCL13,SARS-CoV-2-BA.2-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-11.7,2.5e-09
482,SARS-CoV-2-WA1-N_CXCL2,SARS-CoV-2-WA1-N,CXCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.6e-08
483,SARS-CoV-N_IL6Ralpha,SARS-CoV-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.5e-08
484,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL8,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-11.9,1.9e-09
485,SARS-CoV-2-P.1-N_CXCL16,SARS-CoV-2-P.1-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1.1e-07
486,SARS-CoV-2-B.1.1-N_CXCL12beta,SARS-CoV-2-B.1.1-N,CXCL12beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CXCL12beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.2e-06
487,MERS-CoV-N_CXCL13,MERS-CoV-N,CXCL13,/AF23_complexes/complex_pdbs/MERS-CoV-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-13.0,2.9e-10
488,SARS-CoV-2-BQ.1-N_TNFbeta,SARS-CoV-2-BQ.1-N,TNFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-6.5,1.7e-05
489,MERS-CoV-N_CXCL5,MERS-CoV-N,CXCL5,/AF23_complexes/complex_pdbs/MERS-CoV-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-10.3,2.9e-08
490,SARS-CoV-2-B.1.1-N_IL6Ralpha,SARS-CoV-2-B.1.1-N,IL6Ralpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL6Ralpha/relaxed_model_1_multimer_v3_pred_0.pdb,-12.1,1.4e-09
491,OC43-N_IFNgamma,OC43-N,IFNgamma,/AF23_complexes/complex_pdbs/OC43-N_IFNgamma/relaxed_model_1_multimer_v3_pred_0.pdb,-6.2,2.7e-05
492,RaTG13-N_CCL2,RaTG13-N,CCL2,/AF23_complexes/complex_pdbs/RaTG13-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-7.1,6.3e-06
493,SARS-CoV-2-B.1.1-N_IL-10,SARS-CoV-2-B.1.1-N,IL-10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-6.2,2.9e-05
494,SARS-CoV-2-B.1.351-N_CCL25,SARS-CoV-2-B.1.351-N,CCL25,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_CCL25/relaxed_model_1_multimer_v3_pred_0.pdb,-11.8,2.1e-09
495,MERS-CoV-N_CCL18,MERS-CoV-N,CCL18,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-11.9,2e-09
496,BANAL-20-52-N_IL-1alpha,BANAL-20-52-N,IL-1alpha,/AF23_complexes/complex_pdbs/BANAL-20-52-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.8e-07
497,SARS-CoV-2-BQ.1-N_CXCL8,SARS-CoV-2-BQ.1-N,CXCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CXCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-12.4,8.5e-10
498,SARS-CoV-2-BQ.1-N_IL-23,SARS-CoV-2-BQ.1-N,IL-23,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-23.7,3.9e-18
499,SARS-CoV-2-B.1.1-N_CCL11,SARS-CoV-2-B.1.1-N,CCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.3e-06
500,SARS-CoV-2-WA1-N_CXCL16,SARS-CoV-2-WA1-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-12.8,3.9e-10
501,SARS-CoV-2-B.1.1-N_CCL1,SARS-CoV-2-B.1.1-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-6.3,2.3e-05
502,SARS-CoV-2-B.1.1.7-N_CXCL13,SARS-CoV-2-B.1.1.7-N,CXCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2.2e-07
503,SARS-CoV-2-BA.2-N_IFNomega,SARS-CoV-2-BA.2-N,IFNomega,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-17.6,1.1e-13
504,RaTG13-N_IFNA2,RaTG13-N,IFNA2,/AF23_complexes/complex_pdbs/RaTG13-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-16.6,6.2e-13
505,SARS-CoV-2-B.1.617.2-DeltaA-N_IL-10,SARS-CoV-2-B.1.617.2-DeltaA-N,IL-10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_IL-10/relaxed_model_1_multimer_v3_pred_0.pdb,-6.9,8.4e-06
506,OC43-N_CXCL12alpha,OC43-N,CXCL12alpha,/AF23_complexes/complex_pdbs/OC43-N_CXCL12alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-10.1,3.8e-08
507,SARS-CoV-N_IL-18BP,SARS-CoV-N,IL-18BP,/AF23_complexes/complex_pdbs/SARS-CoV-N_IL-18BP/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.7e-07
508,SARS-CoV-2-BA.4-N_CCL7,SARS-CoV-2-BA.4-N,CCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.6e-06
509,SARS-CoV-2-B.1.1.7-N_IL-1beta,SARS-CoV-2-B.1.1.7-N,IL-1beta,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_IL-1beta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.7e-07
510,SARS-CoV-2-BA.1.1-N_CCL21,SARS-CoV-2-BA.1.1-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.8e-08
511,SARS-CoV-2-B.1.1-N_CCL24,SARS-CoV-2-B.1.1-N,CCL24,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL24/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1e-07
512,SARS-CoV-2-WA1-N_CCL21,SARS-CoV-2-WA1-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.2e-08
513,SARS-CoV-2-B.1.1.529-N_CXCL14,SARS-CoV-2-B.1.1.529-N,CXCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-8.2,1e-06
514,BANAL-20-52-N_CCL11,BANAL-20-52-N,CCL11,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-7.4,3.5e-06
515,SARS-CoV-2-B.1.1-N_CCL7,SARS-CoV-2-B.1.1-N,CCL7,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,7.9e-07
516,SARS-CoV-2-BQ.1-N_CCL23,SARS-CoV-2-BQ.1-N,CCL23,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL23/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,7.1e-07
517,SARS-CoV-2-B.1.351-N_IL-35,SARS-CoV-2-B.1.351-N,IL-35,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.351-N_IL-35/relaxed_model_1_multimer_v3_pred_0.pdb,-22.4,3.5e-17
518,OC43-N_CXCL13,OC43-N,CXCL13,/AF23_complexes/complex_pdbs/OC43-N_CXCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.9e-08
519,SARS-CoV-2-B.1.1.7-N_CCL22,SARS-CoV-2-B.1.1.7-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.3e-08
520,SARS-CoV-2-BA.2-N_CCL4L1,SARS-CoV-2-BA.2-N,CCL4L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_CCL4L1/relaxed_model_1_multimer_v3_pred_0.pdb,-11.3,5e-09
521,SARS-CoV-2-XBB-N_CXCL3,SARS-CoV-2-XBB-N,CXCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.5e-08
522,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL2,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-8.9,3e-07
523,SARS-CoV-2-XBB-N_CXCL11,SARS-CoV-2-XBB-N,CXCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-8.6,4.6e-07
524,SARS-CoV-2-BA.2-N_IL-27,SARS-CoV-2-BA.2-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-14.6,2e-11
525,SARS-CoV-2-BA.4-N_CCL14,SARS-CoV-2-BA.4-N,CCL14,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_CCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-9.5,1e-07
526,SARS-CoV-2-WA1-N_IL-1alpha,SARS-CoV-2-WA1-N,IL-1alpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_IL-1alpha/relaxed_model_1_multimer_v3_pred_0.pdb,-13.6,1.1e-10
527,OC43-N_IL-13,OC43-N,IL-13,/AF23_complexes/complex_pdbs/OC43-N_IL-13/relaxed_model_1_multimer_v3_pred_0.pdb,-11.4,4.3e-09
528,BANAL-20-52-N_CXCL14,BANAL-20-52-N,CXCL14,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,8.3e-08
529,SARS-CoV-2-P.1-N_CCL17,SARS-CoV-2-P.1-N,CCL17,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-7.9,1.6e-06
530,SARS-CoV-2-B.1.1-N_CCL13,SARS-CoV-2-B.1.1-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,3.2e-06
531,MERS-CoV-N_IL-12p70,MERS-CoV-N,IL-12p70,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-18.9,1.3e-14
532,RaTG13-N_CCL3L1,RaTG13-N,CCL3L1,/AF23_complexes/complex_pdbs/RaTG13-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-10.4,2.3e-08
533,BANAL-20-52-N_CCL26,BANAL-20-52-N,CCL26,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL26/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.8e-07
534,SARS-CoV-N_TNFbeta,SARS-CoV-N,TNFbeta,/AF23_complexes/complex_pdbs/SARS-CoV-N_TNFbeta/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,6.8e-07
535,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL26,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL26,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL26/relaxed_model_1_multimer_v3_pred_0.pdb,-9.1,2.1e-07
536,MERS-CoV-N_CCL7,MERS-CoV-N,CCL7,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL7/relaxed_model_1_multimer_v3_pred_0.pdb,-7.5,3.3e-06
537,SARS-CoV-2-BQ.1-N_CCL2,SARS-CoV-2-BQ.1-N,CCL2,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL2/relaxed_model_1_multimer_v3_pred_0.pdb,-7.0,7.2e-06
538,MERS-CoV-N_TNFalpha,MERS-CoV-N,TNFalpha,/AF23_complexes/complex_pdbs/MERS-CoV-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.2e-06
539,SARS-CoV-2-B.1.617.2-DeltaA-N_TNFalpha,SARS-CoV-2-B.1.617.2-DeltaA-N,TNFalpha,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_TNFalpha/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.4e-08
540,SARS-CoV-N_CCL3,SARS-CoV-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.5,1.9e-08
541,SARS-CoV-2-WA1-N_CCL8,SARS-CoV-2-WA1-N,CCL8,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL8/relaxed_model_1_multimer_v3_pred_0.pdb,-8.4,7.5e-07
542,SARS-CoV-2-B.1.1.7-N_CXCL1,SARS-CoV-2-B.1.1.7-N,CXCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.7-N_CXCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
543,BANAL-20-52-N_CXCL3,BANAL-20-52-N,CXCL3,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.7,1.4e-08
544,SARS-CoV-N_CXCL14,SARS-CoV-N,CXCL14,/AF23_complexes/complex_pdbs/SARS-CoV-N_CXCL14/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.3e-06
545,SARS-CoV-2-BQ.1-N_CCL1,SARS-CoV-2-BQ.1-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-6.5,1.6e-05
546,SARS-CoV-2-BA.2-N_IL-12p70,SARS-CoV-2-BA.2-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.2-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-21.0,4.1e-16
547,SARS-CoV-N_CCL1,SARS-CoV-N,CCL1,/AF23_complexes/complex_pdbs/SARS-CoV-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-6.3,2.3e-05
548,MERS-CoV-N_IL-23,MERS-CoV-N,IL-23,/AF23_complexes/complex_pdbs/MERS-CoV-N_IL-23/relaxed_model_1_multimer_v3_pred_0.pdb,-23.0,1.4e-17
549,SARS-CoV-2-B.1.1-N_IL-27,SARS-CoV-2-B.1.1-N,IL-27,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1-N_IL-27/relaxed_model_1_multimer_v3_pred_0.pdb,-12.2,1.1e-09
550,SARS-CoV-2-XBB-N_CXCL4,SARS-CoV-2-XBB-N,CXCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.9e-08
551,SARS-CoV-2-WA1-N_CXCL1,SARS-CoV-2-WA1-N,CXCL1,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CXCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.2,1.7e-07
552,RaTG13-N_CCL20,RaTG13-N,CCL20,/AF23_complexes/complex_pdbs/RaTG13-N_CCL20/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.8e-08
553,SARS-CoV-2-BA.1.1-N_CXCL3,SARS-CoV-2-BA.1.1-N,CXCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.1.1-N_CXCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-10.2,3.4e-08
554,SARS-CoV-2-BA.4-N_IL-12p70,SARS-CoV-2-BA.4-N,IL-12p70,/AF23_complexes/complex_pdbs/SARS-CoV-2-BA.4-N_IL-12p70/relaxed_model_1_multimer_v3_pred_0.pdb,-16.7,5.8e-13
555,SARS-CoV-2-P.1-N_CCL22,SARS-CoV-2-P.1-N,CCL22,/AF23_complexes/complex_pdbs/SARS-CoV-2-P.1-N_CCL22/relaxed_model_1_multimer_v3_pred_0.pdb,-9.3,1.5e-07
556,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL10,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL10,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL10/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.7e-06
557,SARS-CoV-2-B.1.1.529-N_CXCL11,SARS-CoV-2-B.1.1.529-N,CXCL11,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CXCL11/relaxed_model_1_multimer_v3_pred_0.pdb,-10.8,1.1e-08
558,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL13,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-7.7,2.3e-06
559,BANAL-20-52-N_CCL17,BANAL-20-52-N,CCL17,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CCL17/relaxed_model_1_multimer_v3_pred_0.pdb,-8.7,3.9e-07
560,SARS-CoV-2-WA1-N_CCL4,SARS-CoV-2-WA1-N,CCL4,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.5,2e-08
561,RaTG13-N_CXCL5,RaTG13-N,CXCL5,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.8,6.2e-08
562,SARS-CoV-2-BQ.1-N_IL-18,SARS-CoV-2-BQ.1-N,IL-18,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_IL-18/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.1e-06
563,RaTG13-N_CXCL4,RaTG13-N,CXCL4,/AF23_complexes/complex_pdbs/RaTG13-N_CXCL4/relaxed_model_1_multimer_v3_pred_0.pdb,-10.0,4.3e-08
564,SARS-CoV-2-B.1.1.529-N_CCL3,SARS-CoV-2-B.1.1.529-N,CCL3,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL3/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.8e-08
565,SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL16,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL16,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL16/relaxed_model_1_multimer_v3_pred_0.pdb,-9.4,1.2e-07
566,SARS-CoV-2-B.1.617.2-DeltaA-N_IFNA2,SARS-CoV-2-B.1.617.2-DeltaA-N,IFNA2,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_IFNA2/relaxed_model_1_multimer_v3_pred_0.pdb,-6.9,9e-06
567,SARS-CoV-2-BQ.1-N_CCL13,SARS-CoV-2-BQ.1-N,CCL13,/AF23_complexes/complex_pdbs/SARS-CoV-2-BQ.1-N_CCL13/relaxed_model_1_multimer_v3_pred_0.pdb,-8.1,1.1e-06
568,SARS-CoV-N_CXCL9,SARS-CoV-N,CXCL9,/AF23_complexes/complex_pdbs/SARS-CoV-N_CXCL9/relaxed_model_1_multimer_v3_pred_0.pdb,-8.3,7.7e-07
569,SARS-CoV-2-XBB-N_CCL3L1,SARS-CoV-2-XBB-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-XBB-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.0,2.6e-07
570,SARS-CoV-2-B.1.1.529-N_CCL3L1,SARS-CoV-2-B.1.1.529-N,CCL3L1,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.1.529-N_CCL3L1/relaxed_model_1_multimer_v3_pred_0.pdb,-8.0,1.5e-06
571,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL21,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL21,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL21/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.5e-08
572,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL18,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL18,/AF23_complexes/complex_pdbs/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL18/relaxed_model_1_multimer_v3_pred_0.pdb,-7.3,4.4e-06
573,RaTG13-N_IFNomega,RaTG13-N,IFNomega,/AF23_complexes/complex_pdbs/RaTG13-N_IFNomega/relaxed_model_1_multimer_v3_pred_0.pdb,-17.5,1.6e-13
574,BANAL-20-52-N_CXCL5,BANAL-20-52-N,CXCL5,/AF23_complexes/complex_pdbs/BANAL-20-52-N_CXCL5/relaxed_model_1_multimer_v3_pred_0.pdb,-9.7,7.3e-08
575,SARS-CoV-2-WA1-N_CCL15,SARS-CoV-2-WA1-N,CCL15,/AF23_complexes/complex_pdbs/SARS-CoV-2-WA1-N_CCL15/relaxed_model_1_multimer_v3_pred_0.pdb,-11.7,2.6e-09
576,MERS-CoV-N_CCL1,MERS-CoV-N,CCL1,/AF23_complexes/complex_pdbs/MERS-CoV-N_CCL1/relaxed_model_1_multimer_v3_pred_0.pdb,-9.9,5.1e-08
