experiment_name,n_protein,cytokine_protein,haddock_best_cluster,haddock_best_pdb_path,haddock_Nstruc,haddock_Evdw+0.1Eelec,haddock_Evdw+0.1Eelec_sd,haddock_Evdw,haddock_Evdw_sd,haddock_Eelec,haddock_Eelec_sd,haddock_Eair,Eair_sd,haddock_Edesolv,haddock_Edesolv_sd,haddock_AIRviol,haddock_AIRviol_sd,haddock_dihedviol,haddock_dihedviol_sd,haddock_BSA,haddock_BSA_sd,haddock-score,haddock-score_sd,haddock_prodigy_deltaG_kcalpermol,haddock_prodigy_dissociation_constant_M,haddock_foldx_intraclashes_group1,haddock_foldx_intraclashes_group2,haddock_foldx_deltaG_kcalpermol,haddock_foldx_stability_group1,haddock_foldx_stability_group2,cytokine_class,dist_from_SARS-CoV-2-WA1-N_A,af2_experiment_name,af2_best_model_pred,af2_iptm+ptm,af2_gdock,af2_total_score,af2_negative_energy,af2_Group1,af2_Group2,af2_IntraclashesGroup1,af2_IntraclashesGroup2,af2_foldx_dG,af2_Backbone Hbond,af2_Sidechain Hbond,af2_Van der Waals,af2_Electrostatics,af2_Solvation Polar,af2_Solvation Hydrophobic,af2_Van der Waals clashes,af2_entropy sidechain,af2_entropy mainchain,af2_sloop_entropy,af2_mloop_entropy,af2_cis_bond,af2_torsional clash,af2_backbone clash,af2_helix dipole,af2_water bridge,af2_disulfide,af2_electrostatic kon,af2_partial covalent bonds,af2_energy Ionisation,af2_Entropy Complex,af2_Number of Residues,af2_Interface Residues,af2_Interface Residues Clashing,af2_Interface Residues VdW Clashing,af2_Interface Residues BB Clashing,af2_wet_hit,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M,wa1_wet_hit,oc43_wet_hit,wet_hit
RaTG13-N__CCL11,RaTG13-N,CCL11,1,./results/RaTG13-N__CCL11/run1/structures/it1/water/RaTG13-N__CCL11_84w.pdb,7,-106.97,10.15,-83.97,11.69,-230,34.68,2857.9,138.12,7.624,7.297,45,0,0,0,2909.496,128.979,163.448,24.986,-14.3,3.2e-11,28.2728,5.57074,-14.6,299.755,22.4065,β-Chemokine,0.09770639374920631,RaTG13-N__CCL11,model_4_multimer_v3_pred_2,0.211983365,0.916667273861112,1.12865063897192,FALSE,A,B,34.6518,14.5021,13.2671,-5.26212,-6.74714,-21.8635,-1.27803,34.2318,-28.2465,18.7129,10.4675,9.25554,0,0,0,3.94826,12.1269,0.0475844,0,0,7.79103e-4,0,0,2.384,493,47,7,3,5,TRUE,./best_AF2_and_GDock/RaTG13-N_CCL11_relaxed_model_4_multimer_v3_pred_2.pdb,-12.2,1.1e-9,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-2-WA1-N__CXCL2,SARS-CoV-2-WA1-N,CXCL2,1,./results/SARS-CoV-2-WA1-N__CXCL2/run1/structures/it1/water/SARS-CoV-2-WA1-N__CXCL2_79w.pdb,7,-107.37,11.42,-77.68,9.43,-296.91,48.66,3003.6,149.95,7.587,4.714,50.71,0,0,0,2767.066,192.09,170.886,24.349,-13.9,6.4e-11,20.4147,5.70816,-14.5919,247.016,19.8893,α-Chemokine,0,SARS-CoV-2-WA1-N__CXCL2,model_2_multimer_v3_pred_0,0.387315855,0.970323885948669,1.35763974095901,TRUE,A,B,15.2296,3.93916,-17.9514,-7.89675,-7.61457,-13.9976,-1.72164,18.5546,-19.4845,0.346314,8.76767,5.30707,0,0,0,0.114233,2.61214,0.0638448,0,0,-0.399322,0,0.00918,2.384,492,42,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL2_relaxed_model_2_multimer_v3_pred_0.pdb,-10.1,4.2e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.2-N__IFNbeta,SARS-CoV-2-BA.2-N,IFNbeta,1,./results/SARS-CoV-2-BA.2-N__IFNbeta/run1/structures/it1/water/SARS-CoV-2-BA.2-N__IFNbeta_2w.pdb,8,-78.95,11.21,-61.34,11.83,-176.12,12.09,3434.62,338.8,-10.345,4.952,58.5,0,0,0,2066.504,256.57,242.059,48.713,-11.8,2e-9,21.4224,8.50236,-14.5714,245.563,-27.9023,Interferon,0.09805806756909202,SARS-CoV-2-BA.2-N__IFNbeta,model_5_multimer_v3_pred_2,0.223248176,0.972711235872983,1.19595941227649,TRUE,A,B,27.044,9.16802,-4.57488,-1.55948,-11.702,-24.0419,-4.47083,34.3263,-30.3388,13.3923,15.9206,3.99207,0,0,0,0.487107,7.53138,0.0229706,0,0,-0.628002,0,0.0248658,2.384,582,60,6,6,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_IFNbeta_relaxed_model_5_multimer_v3_pred_2.pdb,-13.6,1.1e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.351-N__IL-35,SARS-CoV-2-B.1.351-N,IL-35,18,./results/SARS-CoV-2-B.1.351-N__IL-35/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__IL-35_91w.pdb,2,-119.49,17.93,-93.91,19.41,-255.76,14.77,4177.16,122.95,-2.214,1.873,72,0,0,0,3440.645,374.025,290.523,17.803,-16.9,4.2e-13,27.8682,23.9242,-14.5467,248.838,29.9848,Interleukin,0.048853196874603155,SARS-CoV-2-B.1.351-N__IL-35,model_1_multimer_v3_pred_4,0.656688901,0.986597806837973,1.64328670784827,TRUE,A,B,59.9705,4.29411,-35.4187,-2.88025,-2.91899,-27.2757,-2.3653,23.9337,-45.1627,0.699682,18.0521,2.45674,0,0,0,0.0719599,5.71687,0.455681,0,0,-0.48548,0,-5.55e-17,2.384,735,73,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_IL-35_relaxed_model_1_multimer_v3_pred_4.pdb,-19,1.2e-14,FALSE,FALSE,Not Wet Hit
OC43-N__CCL19,OC43-N,CCL19,6,./results/OC43-N__CCL19/run1/structures/it1/water/OC43-N__CCL19_37w.pdb,4,-134.89,13.6,-68.31,7.42,-665.74,74.26,3540.16,414.3,17.916,2.862,51.5,0,0,0,3500.84,199.801,170.471,51.331,-16.4,9.4e-13,32.0914,3.55559,-14.5085,298.031,6.86986,β-Chemokine,0.7985957062499249,OC43-N__CCL19,model_3_multimer_v3_pred_1,0.249252138,0.936867068597722,1.18611920660087,FALSE,A,B,62.7033,6.06939,0.319237,-5.28714,-10.1743,-30.3998,-8.15819,55.2079,-32.6398,7.14305,14.4896,10.2888,0,0,0,0.503486,15.0018,0.268436,0,8.88e-16,-0.988309,0,0.0655412,2.384,525,73,4,1,3,FALSE,./best_AF2_and_GDock/OC43-N_CCL19_relaxed_model_3_multimer_v3_pred_1.pdb,-14,5.2e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__CCL19,SARS-CoV-2-BA.1.1-N,CCL19,5,./results/SARS-CoV-2-BA.1.1-N__CCL19/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL19_179w.pdb,4,-90.76,5.49,-64.3,7.73,-264.63,33.31,2818.2,148.44,8.889,6.916,43.25,0,0,0,2372.38,158.71,173.482,18.94,-12,1.5e-9,28.034,2.50552,-14.4279,268.189,19.1416,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CCL19,model_2_multimer_v3_pred_2,0.181289996,0.98736250233353,1.16865249824577,FALSE,A,B,267.99,12.4619,34.7188,-9.7436,-7.84799,-48.1218,-8.42094,85.7353,-64.056,28.8878,20.3758,20.4819,0,0,7.51088,11.2182,105.257,-0.232773,0,0,-1.06815,0,0,2.384,493,97,25,9,23,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL19_relaxed_model_2_multimer_v3_pred_2.pdb,-22.7,2.3e-17,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__IL-12p70,SARS-CoV-2-BA.4-N,IL-12p70,1,./results/SARS-CoV-2-BA.4-N__IL-12p70/run1/structures/it1/water/SARS-CoV-2-BA.4-N__IL-12p70_152w.pdb,4,-96.43,10.9,-52.11,11.18,-443.18,46.59,5521.51,250.57,23.597,6.177,90.5,0,0,0,2986.293,193.879,434.998,13.253,-10.8,1.2e-8,25.7369,33.5923,-14.3972,267.191,99.5892,Interleukin,0.10963225241337865,SARS-CoV-2-BA.4-N__IL-12p70,model_4_multimer_v3_pred_0,0.468080029,0.964257419680605,1.43233744869745,TRUE,A,B,77.01,12.2926,18.3884,-3.02736,-8.41255,-28.0993,-6.18711,53.0314,-33.4399,20.2155,11.3832,11.7694,0,0,-4.44e-16,3.37435,12.0218,-0.0778779,0,0,-2.14644,0,0.00523746,2.384,919,75,10,7,3,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-12p70_relaxed_model_4_multimer_v3_pred_0.pdb,-22.9,1.6e-17,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CCL22,SARS-CoV-2-BA.4-N,CCL22,8,./results/SARS-CoV-2-BA.4-N__CCL22/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CCL22_122w.pdb,5,-99.25,8.02,-70.53,7.71,-287.17,15.9,2837.28,166.07,4.054,3.508,47.8,0,0,0,2265.658,108.903,159.82,11.393,-11.9,1.9e-9,21.2924,4.50441,-14.3324,250.776,16.2417,β-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CCL22,model_3_multimer_v3_pred_4,0.178009992,0.990806837228766,1.16881682951839,FALSE,A,B,29.7808,4.82381,14.3717,-2.40061,-7.44055,-17.9273,0.330189,30.9218,-23.5066,13.4427,10.1341,10.0273,0,0,0,0.583774,3.59493,0.0511037,0,0,0.0659149,0,0.089792,2.384,485,46,6,6,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL22_relaxed_model_3_multimer_v3_pred_4.pdb,-10.2,3.4e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1-N__CCL19,SARS-CoV-2-B.1.1-N,CCL19,3,./results/SARS-CoV-2-B.1.1-N__CCL19/run1/structures/it1/water/SARS-CoV-2-B.1.1-N__CCL19_46w.pdb,4,-114.38,15.56,-78.19,11.36,-361.85,46.11,2954.96,114.8,20.877,2.832,49.25,0,0,0,2928.007,396.771,165.812,29.237,-14.9,1.3e-11,27.9734,8.36642,-14.1522,286.937,29.4218,β-Chemokine,0.06908885358534668,SARS-CoV-2-B.1.1-N__CCL19,model_4_multimer_v3_pred_3,0.258741424,0.883040440086246,1.14178186423043,TRUE,A,B,25.2154,3.86504,-2.25643,-4.9405,-12.8717,-19.7176,-5.22003,37.2623,-20.724,5.62057,9.21247,9.30447,0,0,0,1.10576,14.6909,0.0862382,0,0,-1.37436,0,-1.39e-17,2.384,496,62,5,1,5,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL19_relaxed_model_4_multimer_v3_pred_3.pdb,-11.6,3.1e-9,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.4-N__CXCL12alpha,SARS-CoV-2-BA.4-N,CXCL12alpha,2,./results/SARS-CoV-2-BA.4-N__CXCL12alpha/run1/structures/it1/water/SARS-CoV-2-BA.4-N__CXCL12alpha_184w.pdb,11,-121.69,10.02,-87.01,7.36,-346.8,76.98,2759.74,230.08,8.344,4.02,47.91,0,0,0,2839.051,139.73,127.947,21.138,-12.1,1.4e-9,23.6207,4.92315,-13.9591,296.643,19.9636,α-Chemokine,0.10963225241337865,SARS-CoV-2-BA.4-N__CXCL12alpha,model_4_multimer_v3_pred_1,0.493084592,0.972807074973677,1.46589166739365,TRUE,A,B,17.8681,2.3001,-1.93163,-4.89664,-1.63536,-13.9227,-0.97023,23.0933,-16.6157,0.9803,6.7487,5.80812,0,0,0,0.155705,3.19982,-0.0221495,0,0,-0.69492,0,0.039943,2.384,484,41,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL12alpha_relaxed_model_4_multimer_v3_pred_1.pdb,-11,8.5e-9,FALSE,TRUE,HCoV-OC43 Wet Hit
BANAL-20-52-N__IFNbeta,BANAL-20-52-N,IFNbeta,2,./results/BANAL-20-52-N__IFNbeta/run1/structures/it1/water/BANAL-20-52-N__IFNbeta_164w.pdb,5,-145.55,4.01,-102.32,2.79,-432.32,57.59,3141.88,278.6,16.272,1.823,55.4,0,0,0,3431.078,200.409,141.675,27.967,-14.2,3.8e-11,33.9221,8.11196,-13.9489,301.448,-15.9909,Interferon,0.08461621909897774,BANAL-20-52-N__IFNbeta,model_3_multimer_v3_pred_2,0.256434104,0.981487841874925,1.23792194577632,FALSE,A,B,44.4765,16.2838,13.7193,-1.79124,-3.08428,-24.7286,-3.36735,29.5387,-35.8014,31.3912,11.7823,7.6693,0,0,0,3.16715,10.7691,0.384658,0,0,-1.44374,0,0.0026816,2.384,585,63,9,9,2,FALSE,./best_AF2_and_GDock/BANAL-20-52-N_IFNbeta_relaxed_model_3_multimer_v3_pred_2.pdb,-14.9,1.2e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.351-N__XCL1,SARS-CoV-2-B.1.351-N,XCL1,5,./results/SARS-CoV-2-B.1.351-N__XCL1/run1/structures/it1/water/SARS-CoV-2-B.1.351-N__XCL1_12w.pdb,5,-108.63,20.79,-70.59,12.88,-380.42,103.82,2565.88,161.08,34.967,5.669,44.6,0,0,0,3360.428,347.802,144.885,31.335,-14.1,4.5e-11,28.2183,5.06333,-13.9055,264.851,51.5104,γ-Chemokine,0.048853196874603155,SARS-CoV-2-B.1.351-N__XCL1,model_4_multimer_v3_pred_0,0.214077169,0.926325723901196,1.1404028927165,FALSE,A,B,16.8219,10.591,14.5652,-6.56624,-8.36569,-28.567,-1.66259,46.5596,-35.3365,14.6623,15.9455,16.6658,0,0,-5.64e-18,2.22946,15.592,-0.395949,0,0,-0.603542,0,0,2.384,512,69,7,5,6,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_XCL1_relaxed_model_4_multimer_v3_pred_0.pdb,-15.4,5e-12,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL5,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL5,4,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL5/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL5_99w.pdb,5,-131.57,16.85,-104.83,16.75,-267.36,38.74,2621.25,52.72,-3.277,3.026,47.2,0,0,0,3126.784,297.517,100.542,15.703,-12.8,3.9e-10,28.4855,3.34564,-13.8679,266.484,24.4602,α-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL5,model_3_multimer_v3_pred_2,0.290298123,0.980017734429502,1.27031585764124,TRUE,A,B,28.7919,4.25108,-9.38932,-5.7403,-7.91781,-20.8763,-1.4394,27.1818,-28.9281,6.85368,13.5338,7.84965,0,0,0,0.314493,6.52516,-0.0957242,0,0,-0.125168,0,-6.25e-17,2.384,496,60,5,3,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL5_relaxed_model_3_multimer_v3_pred_2.pdb,-10.1,4.2e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.1.7-N__IL-10,SARS-CoV-2-B.1.1.7-N,IL-10,2,./results/SARS-CoV-2-B.1.1.7-N__IL-10/run1/structures/it1/water/SARS-CoV-2-B.1.1.7-N__IL-10_26w.pdb,4,-119.87,8.8,-68.03,10.7,-518.44,33.05,3193.74,157.33,33.572,1.74,55.5,0,0,0,2929.998,146.467,181.231,16.618,-13.1,2.4e-10,28.5418,12.7523,-13.7542,265.338,21.7814,Interleukin,0.09770639374920631,SARS-CoV-2-B.1.1.7-N__IL-10,model_2_multimer_v3_pred_0,0.157985289,0.751645920368518,0.909631209852448,FALSE,A,B,20.6432,7.52668,1.60789,-4.21173,-8.44891,-14.8353,-1.10331,20.6937,-18.3228,9.89364,13.7012,4.58122,0,0,0,0.123094,7.14926,0.228507,0,0,-0.691439,0,-1.11e-16,2.384,579,59,4,4,2,FALSE,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_IL-10_relaxed_model_2_multimer_v3_pred_0.pdb,-10.1,3.9e-8,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__CCL23,SARS-CoV-2-BA.1.1-N,CCL23,16,./results/SARS-CoV-2-BA.1.1-N__CCL23/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__CCL23_104w.pdb,2,-124.56,0.17,-96.73,0.54,-278.31,7.14,3098.76,72.68,12.192,4.036,51,0,0,0,3345.145,108.155,169.673,2.345,-9.7,7.9e-8,20.114,22.3958,-13.7239,251.477,103.9,β-Chemokine,0.09805806756909202,SARS-CoV-2-BA.1.1-N__CCL23,model_4_multimer_v3_pred_2,0.471303032,0.694123743524366,1.16542677554214,TRUE,A,B,11.5139,3.51746,-9.16407,-7.90262,-13.5456,-23.874,-7.40043,39.5639,-27.6467,4.42814,18.1435,9.84463,0,0,0,0.177565,3.89899,0.0256068,0,0,-1.04475,0,0.0666272,2.384,532,73,1,1,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL23_relaxed_model_4_multimer_v3_pred_2.pdb,-14.7,1.7e-11,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__CCL16,SARS-CoV-2-P.1-N,CCL16,1,./results/SARS-CoV-2-P.1-N__CCL16/run1/structures/it1/water/SARS-CoV-2-P.1-N__CCL16_75w.pdb,6,-106.84,10.03,-77.75,6.96,-290.88,44.18,3026.82,247.61,7.404,1.305,53.83,0,0,0,3013.612,231.295,174.157,32.365,-15.7,2.8e-12,22.7012,4.04471,-13.5859,269.513,39.5357,β-Chemokine,0.08461621909897774,SARS-CoV-2-P.1-N__CCL16,model_3_multimer_v3_pred_1,0.19813839,0.930416127859309,1.12855451830775,FALSE,A,B,37.4693,6.43968,3.47053,-8.5409,-9.37559,-29.8632,-3.59481,51.8365,-38.5564,15.2743,15.5391,9.20706,0,0,0,1.57535,25.725,0.224752,0,0,-0.3564,0,0.100758,2.384,516,68,13,4,11,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL16_relaxed_model_3_multimer_v3_pred_1.pdb,-15.6,3.7e-12,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__IFNA2,SARS-CoV-2-BQ.1-N,IFNA2,4,./results/SARS-CoV-2-BQ.1-N__IFNA2/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__IFNA2_28w.pdb,4,-105.7,15.22,-69.03,9.78,-366.67,63.15,3500.12,239.47,1.929,2.824,58.5,0,0,0,2753.312,294.49,209.571,43.172,-14,5e-11,28.8065,13.3531,-13.561,254.478,4.34439,Interferon,0.10963225241337865,SARS-CoV-2-BQ.1-N__IFNA2,model_1_multimer_v3_pred_3,0.277814852,0.972753321438032,1.25056817330735,TRUE,A,B,26.6942,10.6953,-27.5998,-8.11271,-9.3494,-42.0488,-4.71529,51.0311,-58.9465,11.759,24.5382,8.55238,0,0,0,0.995665,28.4121,0.136556,0,0,-1.45177,0,0.0118071,2.384,581,110,7,3,7,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_IFNA2_relaxed_model_1_multimer_v3_pred_3.pdb,-20.3,1.3e-15,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-P.1-N__IL-17a,SARS-CoV-2-P.1-N,IL-17a,23,./results/SARS-CoV-2-P.1-N__IL-17a/run1/structures/it1/water/SARS-CoV-2-P.1-N__IL-17a_119w.pdb,2,-143.06,18.83,-105.68,13.62,-373.73,52.12,3223.87,32.6,20.154,4.817,57.5,0,0,0,3624.55,253.65,162.113,15.97,-15.9,2e-12,27.2211,7.98777,-13.4844,291.371,51.6609,Interleukin,0.08461621909897774,SARS-CoV-2-P.1-N__IL-17a,model_4_multimer_v3_pred_2,0.196299056,0.947176155820379,1.14347521163564,FALSE,A,B,20.1361,12.5637,23.1924,-7.31207,-9.01731,-37.0938,-0.645407,61.8897,-46.2113,23.1888,14.4816,16.2346,0,0,1.23783,6.56856,25.7823,-0.0450705,0,0,-0.360849,0,0.277142,2.384,551,71,14,10,9,FALSE,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_IL-17a_relaxed_model_4_multimer_v3_pred_2.pdb,-16.8,5.2e-13,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BA.1.1-N__IFNomega,SARS-CoV-2-BA.1.1-N,IFNomega,5,./results/SARS-CoV-2-BA.1.1-N__IFNomega/run1/structures/it1/water/SARS-CoV-2-BA.1.1-N__IFNomega_27w.pdb,3,-121.06,13.04,-88.17,11.02,-328.88,47.03,3189.83,123.03,16.57,0.933,55.33,0,0,0,3023.123,150.43,181.604,27.782,-16.5,7.6e-13,22.7455,12.9809,-13.4115,262.597,5.8047,Interferon,0.09805806756909202,SARS-CoV-2-BA.1.1-N__IFNomega,model_1_multimer_v3_pred_4,0.296159705,0.986695264355188,1.28285496919421,FALSE,A,B,73.1503,20.0873,26.7888,-3.29718,-6.68562,-39.2482,-5.49042,48.2181,-57.3243,62.5816,20.5913,6.54401,0,0,0,2.15382,11.2539,-0.190647,0,0,-1.14863,0,0.0849659,2.384,590,95,14,14,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_IFNomega_relaxed_model_1_multimer_v3_pred_4.pdb,-16.1,1.7e-12,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL5,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL5,2,./results/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL5/run1/structures/it1/water/SARS-CoV-2-B.1.617.2-DeltaA-N__CCL5_9w.pdb,8,-88.23,12.78,-70.53,12.64,-177.05,82.39,2737.47,193.09,-3.258,4.999,42.88,0,0,0,2215.719,317.329,164.553,30.178,-14.5,2.2e-11,27.5924,3.30684,-13.3384,267.262,7.98327,β-Chemokine,0.08461621909897774,SARS-CoV-2-B.1.617.2-DeltaA-N__CCL5,model_3_multimer_v3_pred_0,0.245296779,0.924634985388265,1.16993176410647,FALSE,A,B,18.0894,6.30406,1.94034,-5.71499,-9.60375,-19.149,-2.07039,32.8535,-23.2549,9.06046,10.0208,9.76237,0,0,0,0.582631,9.24996,-0.0371775,0,0,-0.522794,0,0.0135301,2.384,487,49,4,3,3,TRUE,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL5_relaxed_model_3_multimer_v3_pred_0.pdb,-11,9e-9,TRUE,TRUE,SARS-CoV-2 Wet Hit
SARS-CoV-N__CCL8,SARS-CoV-N,CCL8,5,./results/SARS-CoV-N__CCL8/run1/structures/it1/water/SARS-CoV-N__CCL8_117w.pdb,4,-104.09,19.59,-71.78,10.89,-323.06,95.57,2895.15,181.09,19.705,3.173,48.25,0,0,0,2558.442,222.07,172.826,20.494,-10.3,2.7e-8,24.8301,2.08995,-13.1164,259.911,4.34357,β-Chemokine,0.29716239543411815,SARS-CoV-N__CCL8,model_4_multimer_v3_pred_0,0.241232874,0.97663965545133,1.21787252896737,FALSE,A,B,69.3993,10.846,11.4577,-7.98557,-9.49393,-39.2229,-1.41307,65.4992,-50.7658,18.0071,15.5981,15.7405,0,0,0,5.37811,19.0859,-0.0614058,0,0,0.1774,0,3.47e-17,2.384,498,79,10,6,5,FALSE,./best_AF2_and_GDock/SARS-CoV-N_CCL8_relaxed_model_4_multimer_v3_pred_0.pdb,-19.2,8e-15,FALSE,FALSE,Not Wet Hit
RaTG13-N__IFNbeta,RaTG13-N,IFNbeta,3,./results/RaTG13-N__IFNbeta/run1/structures/it1/water/RaTG13-N__IFNbeta_192w.pdb,5,-114.28,15.32,-69.53,11.22,-447.51,56.04,3059.56,122.51,22.645,10.097,51.6,0,0,0,3066.948,219.167,169.57,27.413,-12.8,4.4e-10,32.4676,9.19276,-13.0754,305.985,-9.21341,Interferon,0.09770639374920631,RaTG13-N__IFNbeta,model_2_multimer_v3_pred_4,0.264617737,0.965608553548476,1.23022629088536,TRUE,A,B,51.6819,7.7233,-0.198614,-5.05614,-14.9591,-26.3807,-3.47728,33.8782,-35.501,26.6044,18.4662,6.69353,0,0,0,0.290639,3.9625,-0.166216,0,0,-0.680446,0,0.0893538,2.384,585,72,2,2,0,FALSE,./best_AF2_and_GDock/RaTG13-N_IFNbeta_relaxed_model_2_multimer_v3_pred_4.pdb,-13.8,7.6e-11,FALSE,FALSE,Not Wet Hit
BANAL-20-52-N__CCL4,BANAL-20-52-N,CCL4,3,./results/BANAL-20-52-N__CCL4/run1/structures/it1/water/BANAL-20-52-N__CCL4_24w.pdb,4,-111.3,10.66,-86.66,8.83,-246.36,34.99,3106.3,201.4,-5.941,2.559,48.25,0,0,0,2551.525,126.785,168.754,22.107,-12.3,8.8e-10,27.6837,7.32833,-12.933,282.985,16.8683,β-Chemokine,0.08461621909897774,BANAL-20-52-N__CCL4,model_4_multimer_v3_pred_4,0.644350397,0.903519277314287,1.54786967450541,TRUE,A,B,17.0467,1.66195,-23.7311,-5.58208,-9.35314,-24.2759,-8.63161,38.0221,-29.2696,2.04255,9.96099,5.22028,0,0,0,0.166084,5.91653,0.0286882,0,0,-2.05955,0,0,2.384,488,70,0,0,0,FALSE,./best_AF2_and_GDock/BANAL-20-52-N_CCL4_relaxed_model_4_multimer_v3_pred_4.pdb,-12.9,3.3e-10,FALSE,FALSE,Not Wet Hit
MERS-CoV-N__IL-17a,MERS-CoV-N,IL-17a,1,./results/MERS-CoV-N__IL-17a/run1/structures/it1/water/MERS-CoV-N__IL-17a_7w.pdb,9,-74.84,10.06,-57.76,8.46,-170.77,41.74,3562.44,239.25,1.668,5.361,55.33,0,0,0,2236.229,127.966,265.996,30.59,-11.2,6.5e-9,36.2256,10.084,-12.9231,284.437,50.9606,Interleukin,0.6914016023344134,MERS-CoV-N__IL-17a,model_4_multimer_v3_pred_4,0.219136875,0.819091603652355,1.03822847889605,TRUE,A,B,24.3399,5.93714,-6.06768,-1.39206,-6.84991,-19.2265,-3.01775,28.2637,-24.259,5.77142,6.80424,7.9778,0,0,0,0.310558,3.62431,-0.057765,0,0,-0.519719,0,0.12719,2.384,543,67,2,2,0,FALSE,./best_AF2_and_GDock/MERS-CoV-N_IL-17a_relaxed_model_4_multimer_v3_pred_4.pdb,-12.8,4.3e-10,FALSE,FALSE,Not Wet Hit
SARS-CoV-2-BQ.1-N__CCL3L1,SARS-CoV-2-BQ.1-N,CCL3L1,3,./results/SARS-CoV-2-BQ.1-N__CCL3L1/run1/structures/it1/water/SARS-CoV-2-BQ.1-N__CCL3L1_117w.pdb,7,-113.76,8.68,-82.59,8.18,-311.68,29.95,3295.96,144.03,2.412,2.399,54.14,0,0,0,2658.379,124.157,187.08,20.902,-14.7,1.5e-11,27.3443,3.49253,-12.8928,263.177,18.8264,β-Chemokine,0.10963225241337865,SARS-CoV-2-BQ.1-N__CCL3L1,model_4_multimer_v3_pred_0,0.720511501,0.838021294468749,1.55853279525726,TRUE,A,B,14.5163,2.07169,-24.4974,-10.8336,-11.4257,-26.6417,-7.73229,44.8498,-32.4825,1.78308,12.3746,6.82792,0,0,0,0.231196,5.49166,0.0349161,0,0,-1.5524,0,0.0692106,2.384,486,77,0,0,0,FALSE,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL3L1_relaxed_model_4_multimer_v3_pred_0.pdb,-16.1,1.5e-12,FALSE,FALSE,Not Wet Hit
