protein_A,protein_B,experiment,model,iptm+ptm,Interaction Energy,Pdb,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,is_max
SARS-CoV-2-BA.2-N,IFNlambda1,SARS-CoV-2-BA.2-N_IFNlambda1,model_3_multimer_v3_pred_3,0.581583694,-26.2377,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_IFNlambda1/relaxed_model_3_multimer_v3_pred_3_Repair.pdb,A,B,17.7848,9.67311,-7.07097,-13.798,-33.9339,-5.11693,42.1308,-46.7386,11.0673,19.3425,8.80264,0,0,0,0.356613,7.93019,-0.0465641,0,0,-1.26333,0,0.030792,2.384,597,99,3,3,0,FALSE,TRUE
RaTG13-N,IL-35,RaTG13-N_IL-35,model_1_multimer_v3_pred_4,0.536496999,-26.2178,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IL-35/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,44.423,4.61347,-3.16615,-4.486,-23.5316,-1.97224,23.2515,-38.1709,5.77536,14.218,1.95679,0,0,0,0.214039,6.10545,0.242817,0,0,-0.549493,0,-6.25E-17,2.384,735,71,1,1,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,IL-35,SARS-CoV-2-B.1.1-N_IL-35,model_1_multimer_v3_pred_2,0.557918061,-26.1996,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IL-35/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,B,C,4.45,9.54,-2.00029,-5.86964,-21.2991,-3.97811,22.2737,-29.9337,0.7094,11.3335,3.74555,0,0,0,0.0309525,4.32848,-0.280771,0,0,-0.942647,0,0.0115693,2.384,735,52,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IL-35,SARS-CoV-2-BQ.1-N_IL-35,model_1_multimer_v3_pred_0,0.604973125,-26.0667,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IL-35/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,B,C,7.06,7.31,-1.69334,-7.03818,-20.7241,-3.65485,21.5672,-28.9675,1.38721,10.8792,3.3871,0,0,0,0.0482383,3.9559,-0.278287,0,0,-0.979325,0,0,2.384,732,53,0,0,0,FALSE,TRUE
RaTG13-N,IL-35,RaTG13-N_IL-35,model_1_multimer_v3_pred_4,0.536496999,-25.9408,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_IL-35/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,B,C,4.61,6.11,-2.37117,-6.23586,-20.9119,-4.18643,21.9275,-29.2047,0.931464,11.5417,3.88267,0,0,0,0.0523127,4.31282,-0.316593,0,0,-1.04981,0,0,2.384,735,54,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,IL-35,SARS-CoV-2-BA.4-N_IL-35,model_1_multimer_v3_pred_2,0.455220786,-25.923,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_IL-35/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,B,C,8.01,11.77,-2.26099,-6.24275,-21.3359,-4.29752,22.3743,-29.8794,1.9686,11.4412,3.20691,0,0,0,0.413684,4.26185,-0.251352,0,0,-1.05977,0,0,2.384,732,56,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,IFNbeta,SARS-CoV-2-BA.4-N_IFNbeta,model_2_multimer_v3_pred_3,0.313022215,-25.5149,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_IFNbeta/relaxed_model_2_multimer_v3_pred_3_Repair.pdb,A,B,64.4212,5.78144,-4.13251,-11.6735,-25.5327,-3.5921,31.0248,-35.7331,3.22655,17.6611,3.66935,0,0,0,0.395106,5.39157,0.291823,0,0,-1.11983,0,2.22E-16,2.384,582,71,1,1,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CXCL11,SARS-CoV-2-B.1.1-N_CXCL11,model_3_multimer_v3_pred_4,0.635178953,-25.2656,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CXCL11/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,A,B,30.9442,1.79811,-8.11609,-9.03097,-26.3991,-1.06391,29.9955,-38.365,0.67289,20.2638,8.04736,0,0,0,0.133578,3.26828,-0.395135,0,0,-1.00857,0,0,2.384,492,83,0,0,0,TRUE,TRUE
SARS-CoV-2-XBB-N,CXCL11,SARS-CoV-2-XBB-N_CXCL11,model_3_multimer_v3_pred_0,0.646940156,-24.9614,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CXCL11/relaxed_model_3_multimer_v3_pred_0_Repair.pdb,A,B,25.8905,1.5472,-10.6314,-9.27164,-25.5976,-1.51726,31.0123,-36.14,0.833505,16.9656,10.5844,0,0,0,0.0682022,2.72548,-0.310327,0,-8.88E-16,-0.957224,0,0,2.384,489,78,0,0,0,TRUE,TRUE
SARS-CoV-2-B.1.1.529-N,IL-35,SARS-CoV-2-B.1.1.529-N_IL-35,model_1_multimer_v3_pred_1,0.627755742,-24.8335,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_IL-35/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,B,C,5.96,11.78,-2.1142,-5.89642,-20.9919,-3.73148,21.963,-29.5273,2.23198,10.7086,3.75585,0,0,0,0.0749877,4.07471,-0.317525,0,0,-0.989109,0,0,2.384,732,55,0,0,0,FALSE,TRUE
SARS-CoV-2-WA1-N,IL-35,SARS-CoV-2-WA1-N_IL-35,model_1_multimer_v3_pred_1,0.679182849,-24.6525,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IL-35/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,B,C,4.08,6.68,-1.93614,-4.77119,-20.8197,-3.9698,21.1244,-29.2989,1.20012,11.4559,3.62417,0,0,0,0.0427809,4.05421,-0.193958,0,0,-1.11028,0,0,2.384,735,53,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CCL3L1,SARS-CoV-2-BQ.1-N_CCL3L1,model_4_multimer_v3_pred_0,0.720511501,-24.4974,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CCL3L1/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,14.5163,2.07169,-10.8336,-11.4257,-26.6417,-7.73229,44.8498,-32.4825,1.78308,12.3746,6.82792,0,0,0,0.231196,5.49166,0.0349161,0,0,-1.5524,0,0.0692106,2.384,486,77,0,0,0,FALSE,TRUE
OC43-N,CCL28,OC43-N_CCL28,model_4_multimer_v3_pred_3,0.608246551,-24.4678,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CCL28/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,21.3939,3.00286,-8.03873,-14.5869,-28.2303,-5.93171,35.6567,-39.2561,2.38562,25.2051,10.5215,0,0,0,0.760418,4.94686,-0.399309,0,-1.78E-15,-2.67507,0,0.1211,2.384,556,84,0,0,0,TRUE,TRUE
SARS-CoV-2-B.1.1-N,IFNA2,SARS-CoV-2-B.1.1-N_IFNA2,model_1_multimer_v3_pred_3,0.341117625,-24.4301,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_IFNA2/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,31.0198,10.9024,-7.30838,-10.8076,-37.577,-6.32324,44.9819,-51.4138,15.5754,23.5598,5.02587,0,0,0,1.23636,8.53178,0.260203,0,-1.78E-15,-1.71452,0,0.0748254,2.384,584,102,3,3,0,FALSE,TRUE
OC43-N,CXCL6,OC43-N_CXCL6,model_4_multimer_v3_pred_4,0.528737353,-24.213,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CXCL6/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,14.1546,4.45396,-6.09521,-15.397,-30.0897,-5.01713,38.7418,-42.887,2.13061,25.9551,9.87411,0,0,0.0204731,1.3433,7.67468,-1.10896,0,8.88E-16,-1.68332,0,0,2.384,525,102,1,0,1,FALSE,TRUE
OC43-N,CCL27,OC43-N_CCL27,model_2_multimer_v3_pred_4,0.566060321,-24.1975,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_CCL27/relaxed_model_2_multimer_v3_pred_4_Repair.pdb,A,B,26.4613,2.00001,-6.50399,-12.9757,-31.2262,-5.59785,40.5274,-42.0721,1.86981,22.0483,11.6566,0,0,0,0.0476772,4.59957,0.151644,0,0,-2.18443,0,0.0614205,2.384,536,99,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,IL-35,SARS-CoV-2-BA.2-N_IL-35,model_1_multimer_v3_pred_3,0.569758987,-24.0754,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_IL-35/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,A,B,54.7565,3.80166,-3.53549,-8.38066,-28.7553,-1.33352,32.3654,-44.6386,9.48024,16.5853,3.61839,0,0,0,1.00781,8.01348,0.312789,0,0,-0.801739,0,0,2.384,732,75,1,1,0,FALSE,TRUE
SARS-CoV-2-P.1-N,IL-35,SARS-CoV-2-P.1-N_IL-35,model_1_multimer_v3_pred_1,0.514304749,-23.8959,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-P.1-N_IL-35/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,B,C,5.65,6.6,-2.585,-6.34145,-20.3079,-3.83296,21.1118,-28.4897,2.86377,11.8016,3.10587,0,0,0,0.0301626,3.61335,-0.250534,0,0,-1.00621,0,0.00461555,2.384,735,52,0,0,0,FALSE,TRUE
OC43-N,IL-35,OC43-N_IL-35,model_5_multimer_v3_pred_3,0.415867679,-23.8479,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/OC43-N_IL-35/relaxed_model_5_multimer_v3_pred_3_Repair.pdb,B,C,3.99,8.99,-1.49632,-3.17941,-17.2214,-4.2795,16.5973,-24.4283,0.847875,8.96298,1.29095,0,0,0,0.12019,3.3754,-0.0299924,0,0,-1.03229,0,0,2.384,764,48,0,0,0,FALSE,TRUE
BANAL-20-52-N,CCL4,BANAL-20-52-N_CCL4,model_4_multimer_v3_pred_4,0.644350397,-23.7311,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CCL4/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,17.0467,1.66195,-5.58208,-9.35314,-24.2759,-8.63161,38.0221,-29.2696,2.04255,9.96099,5.22028,0,0,0,0.166084,5.91653,0.0286882,0,0,-2.05955,0,0,2.384,488,70,0,0,0,FALSE,TRUE
MERS-CoV-N,IL-35,MERS-CoV-N_IL-35,model_1_multimer_v3_pred_2,0.630980438,-23.6712,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_IL-35/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,27.39,4.17539,-2.63941,-3.39262,-28.9287,-2.25354,31.1077,-43.321,6.79437,14.7123,3.96155,0,0,0,0.458489,10.1823,-0.0243017,0,0,-0.146019,0,0,2.384,727,76,2,0,2,FALSE,TRUE
SARS-CoV-2-BA.2-N,CXCL11,SARS-CoV-2-BA.2-N_CXCL11,model_4_multimer_v3_pred_4,0.669599849,-23.6126,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CXCL11/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,17.6268,2.18723,-11.1558,-9.50351,-24.5747,-1.28921,28.8371,-34.2151,1.985,17.3575,9.44838,0,0,0,0.179875,4.48889,0.141892,0,-8.88E-16,-0.824044,0,0,2.384,489,71,0,0,0,TRUE,TRUE
SARS-CoV-2-BA.1.1-N,CXCL11,SARS-CoV-2-BA.1.1-N_CXCL11,model_4_multimer_v3_pred_4,0.707605402,-23.5438,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CXCL11/relaxed_model_4_multimer_v3_pred_4_Repair.pdb,A,B,11.1127,2.01893,-12.2701,-9.02766,-25.0103,-1.55673,31.3449,-34.7884,0.541328,18.5113,9.18132,0,0,0,0.166079,5.26138,0.124716,0,-8.88E-16,-0.760308,0,0,2.384,489,72,0,0,0,TRUE,TRUE
MERS-CoV-N,CXCL4,MERS-CoV-N_CXCL4,model_4_multimer_v3_pred_2,0.42581407,-23.4432,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_CXCL4/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,12.3361,8.50625,-2.83341,-9.8486,-20.3063,-3.98825,21.342,-31.4491,2.55341,17.7391,4.18863,0,0,0,0.370761,2.16294,0.169421,0,0,-1.38086,0,0,2.384,481,68,0,0,0,TRUE,TRUE
SARS-CoV-2-XBB-N,IL-35,SARS-CoV-2-XBB-N_IL-35,model_1_multimer_v3_pred_3,0.661327758,-23.4324,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IL-35/relaxed_model_1_multimer_v3_pred_3_Repair.pdb,B,C,3.78,11.37,-1.85833,-5.93265,-20.1453,-4.09413,22.0137,-27.9503,1.54158,10.9217,3.23617,0,0,0,0.0447628,3.72147,-0.255404,0,0,-0.954072,0,0,2.384,732,52,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.4-N,CXCL11,SARS-CoV-2-BA.4-N_CXCL11,model_3_multimer_v3_pred_4,0.66282267,-23.343,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CXCL11/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,A,B,27.1485,1.12125,-9.91055,-10.2536,-23.1596,-3.45726,29.7318,-30.4423,0.712773,17.2603,7.58463,0,0,0,0.048765,3.26622,-0.331657,0,-8.88E-16,-1.12626,0,0,2.384,489,72,0,0,0,TRUE,TRUE
SARS-CoV-2-XBB-N,CCL3L1,SARS-CoV-2-XBB-N_CCL3L1,model_4_multimer_v3_pred_1,0.730606072,-23.2939,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_CCL3L1/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,15.8284,2.889,-5.90587,-11.6699,-22.3885,-9.42677,35.8149,-25.8944,3.23324,10.0608,5.40453,0,0,0,0.22108,4.26559,-0.633366,0,0,-2.11857,0,0.00891991,2.384,486,77,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CCL4,SARS-CoV-2-BA.2-N_CCL4,model_4_multimer_v3_pred_1,0.607044146,-23.2707,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CCL4/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,20.1139,2.24145,-5.8355,-9.99436,-24.0015,-9.4245,37.4777,-28.6936,1.70147,10.7457,6.65653,0,0,0,0.324542,5.35841,0.114623,0,8.88E-16,-2.34194,0,0,2.384,485,71,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.2-N,CCL3L1,SARS-CoV-2-BA.2-N_CCL3L1,model_4_multimer_v3_pred_1,0.730662933,-23.1438,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.2-N_CCL3L1/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,33.1024,2.71566,-6.87586,-11.6616,-22.7606,-9.22921,36.9825,-25.9612,1.38856,8.91596,7.51952,0,0,0,0.223044,3.8002,0.0678763,0,0,-1.76178,0,0.00897078,2.384,486,74,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,CCL25,SARS-CoV-2-BQ.1-N_CCL25,model_4_multimer_v3_pred_0,0.478117174,-22.8616,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_CCL25/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,7.91741,14.957,-7.66211,-8.99988,-26.6043,-5.47269,37.6962,-33.5395,1.19714,13.9032,8.16964,0,0,0,0.132802,4.28944,-0.578053,0,8.88E-16,-1.12345,0,0.0194316,2.384,542,80,0,0,0,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IFNbeta,SARS-CoV-2-BQ.1-N_IFNbeta,model_2_multimer_v3_pred_1,0.318720337,-22.7387,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IFNbeta/relaxed_model_2_multimer_v3_pred_1_Repair.pdb,A,B,40.1902,4.59554,-2.56726,-9.70718,-26.1095,-3.94523,32.2599,-35.224,1.66077,17.5296,4.60394,0,0,0,0.102796,6.14376,-0.0537621,0,0,-1.28882,0,1.11E-16,2.384,582,72,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.617.2-DeltaA-N,CCL4,SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4,model_4_multimer_v3_pred_3,0.641735139,-22.3855,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,12.7,1.29807,-7.20341,-9.64632,-23.9586,-8.07048,38.0224,-28.6876,0.424718,10.7122,8.49042,0,0,0,0.0637404,4.73241,-0.518011,0,8.88E-16,-2.01457,0,0,2.384,488,71,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,CCL3L1,SARS-CoV-2-BA.1.1-N_CCL3L1,model_4_multimer_v3_pred_1,0.724009636,-22.2304,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_CCL3L1/relaxed_model_4_multimer_v3_pred_1_Repair.pdb,A,B,11.7236,4.34727,-7.12113,-9.97143,-23.592,-9.4395,37.7973,-27.0305,1.23988,10.145,7.33739,0,0,0,0.146866,3.92371,0.0753038,0,0,-1.82707,0,0.00940933,2.384,486,77,0,0,0,FALSE,TRUE
SARS-CoV-2-BA.1.1-N,IFNbeta,SARS-CoV-2-BA.1.1-N_IFNbeta,model_1_multimer_v3_pred_1,0.283354357,-22.1424,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.1.1-N_IFNbeta/relaxed_model_1_multimer_v3_pred_1_Repair.pdb,A,B,23.1856,7.20963,-1.29698,-6.52951,-18.9605,-5.52395,20.8465,-26.9794,3.37382,11.4283,2.33903,0,0,0,0.101747,3.50887,0.391913,0,0,-1.33346,0,0,2.384,582,57,0,0,0,FALSE,TRUE
RaTG13-N,CCL3L1,RaTG13-N_CCL3L1,model_4_multimer_v3_pred_2,0.721042362,-22.0303,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/RaTG13-N_CCL3L1/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,13.1686,1.79998,-5.90015,-10.7217,-26.0235,-9.16693,43.3367,-32.0656,3.37061,10.6236,5.72338,0,0,0,0.224419,4.54963,0.103087,0,0,-1.57593,0,0.0417701,2.384,489,78,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL4,SARS-CoV-2-B.1.1-N_CCL4,model_4_multimer_v3_pred_2,0.640396855,-22.0022,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL4/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,11.389,1.67806,-5.41832,-9.63164,-22.8218,-8.12286,35.5044,-27.9951,1.75467,10.0343,6.44825,0,0,0,0.155882,5.05565,0.0718364,0,0,-1.98176,0,0,2.384,488,68,0,0,0,FALSE,TRUE
MERS-CoV-N,IL-35,MERS-CoV-N_IL-35,model_1_multimer_v3_pred_2,0.630980438,-21.9982,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_IL-35/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,B,C,4.18,7.21,-2.25406,-4.4341,-21.2031,-4.34876,22.7483,-29.3932,3.48886,11.058,3.51359,0,0,0,0.200182,4.21137,-0.312739,0,0,-1.06537,0,0.00425276,2.384,727,54,1,1,0,FALSE,TRUE
SARS-CoV-2-WA1-N,CCL3L1,SARS-CoV-2-WA1-N_CCL3L1,model_4_multimer_v3_pred_2,0.70177792,-21.9284,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_CCL3L1/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,17.4057,3.2785,-6.64417,-12.6009,-25.0261,-8.63321,41.1092,-30.6904,2.52209,12.6079,6.64931,0,0,0,0.581001,3.9082,-0.416788,0,0,-1.59933,0,0.212913,2.384,489,75,0,0,0,FALSE,TRUE
SARS-CoV-2-XBB-N,IFNomega,SARS-CoV-2-XBB-N_IFNomega,model_1_multimer_v3_pred_4,0.315355004,-21.8359,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IFNomega/relaxed_model_1_multimer_v3_pred_4_Repair.pdb,A,B,40.6489,11.0125,-5.5261,-11.5211,-43.1927,-4.78831,52.9041,-61.7292,22.0475,23.5396,6.90683,0,0,0,0.622213,10.1361,-0.0949822,0,0,-1.11765,0,0.113826,2.384,590,94,9,9,0,FALSE,TRUE
SARS-CoV-2-B.1.1.529-N,CXCL11,SARS-CoV-2-B.1.1.529-N_CXCL11,model_4_multimer_v3_pred_3,0.659923426,-21.7134,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1.529-N_CXCL11/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,19.3103,1.82943,-7.15975,-8.98491,-21.5104,-1.72666,26.8689,-29.6645,0.608047,14.2396,5.8831,0,0,0,0.224667,4.39454,0.0924619,0,-8.88E-16,-0.583882,0,0,2.384,489,63,0,0,0,TRUE,TRUE
SARS-CoV-2-BA.4-N,CCL3L1,SARS-CoV-2-BA.4-N_CCL3L1,model_4_multimer_v3_pred_2,0.702879905,-21.5974,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BA.4-N_CCL3L1/relaxed_model_4_multimer_v3_pred_2_Repair.pdb,A,B,16.2342,2.83294,-6.18325,-11.3845,-24.2525,-8.32404,38.6732,-30.0527,2.67079,10.409,7.62909,0,0,0,0.452677,4.46238,0.0779262,0,0,-1.35046,0,0.0374313,2.384,486,77,0,0,0,FALSE,TRUE
SARS-CoV-2-XBB-N,IFNbeta,SARS-CoV-2-XBB-N_IFNbeta,model_1_multimer_v3_pred_2,0.275062036,-21.494,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-XBB-N_IFNbeta/relaxed_model_1_multimer_v3_pred_2_Repair.pdb,A,B,31.0465,7.17666,-4.08493,-5.33688,-19.11,-2.53585,20.8185,-26.925,0.89291,11.288,3.01412,0,0,0,0.631035,5.24866,0.790323,0,0,-0.936242,0,0,2.384,582,64,0,0,0,FALSE,TRUE
SARS-CoV-2-B.1.1-N,CCL3L1,SARS-CoV-2-B.1.1-N_CCL3L1,model_4_multimer_v3_pred_0,0.721970073,-21.3357,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-B.1.1-N_CCL3L1/relaxed_model_4_multimer_v3_pred_0_Repair.pdb,A,B,14.8983,2.05158,-5.98146,-11.4782,-24.7749,-9.41602,40.7293,-30.3098,2.50386,10.9983,7.68896,0,0,0,0.369723,3.80795,0.0800575,0,0,-1.78623,0,0.0407428,2.384,489,78,0,0,0,FALSE,TRUE
BANAL-20-52-N,CCL3L1,BANAL-20-52-N_CCL3L1,model_4_multimer_v3_pred_3,0.723539236,-21.3341,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/BANAL-20-52-N_CCL3L1/relaxed_model_4_multimer_v3_pred_3_Repair.pdb,A,B,17.1103,1.10632,-7.03477,-10.7835,-24.7235,-8.99527,39.3138,-30.7419,3.87841,11.6599,8.15048,0,0,0,0.265913,3.43875,-0.605458,0,0,-1.75407,0,0.0358708,2.384,489,72,0,0,0,FALSE,TRUE
SARS-CoV-2-WA1-N,IFNomega,SARS-CoV-2-WA1-N_IFNomega,model_1_multimer_v3_pred_0,0.302596907,-21.2636,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-WA1-N_IFNomega/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,39.5347,6.14346,-5.40831,-9.75063,-31.9617,-3.08617,38.5006,-44.3809,11.8502,17.7749,5.66256,0,0,0,0.28315,10.5952,0.0218325,0,0,-0.871228,0,0.102098,2.384,593,78,7,4,3,FALSE,TRUE
SARS-CoV-2-BQ.1-N,IFNA2,SARS-CoV-2-BQ.1-N_IFNA2,model_1_multimer_v3_pred_0,0.337686382,-21.2454,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/SARS-CoV-2-BQ.1-N_IFNA2/relaxed_model_1_multimer_v3_pred_0_Repair.pdb,A,B,16.8219,5.65069,-4.64301,-9.13618,-22.8792,-3.59685,29.6849,-30.8115,1.95615,15.8051,3.45483,0,0,0,0.0803326,3.743,-0.358548,0,0,-0.80139,0,1.67E-16,2.384,581,83,0,0,0,FALSE,TRUE
MERS-CoV-N,IL-12p70,MERS-CoV-N_IL-12p70,model_3_multimer_v3_pred_4,0.514091966,-21.2401,/home/gridsan/AV32546/CompBio_shared/FoldX/workingdir_AM/foldx_repair_out/MERS-CoV-N_IL-12p70/relaxed_model_3_multimer_v3_pred_4_Repair.pdb,B,C,9.42,13.67,-1.22208,-5.36238,-17.6198,-4.31609,21.6407,-22.2881,0.398356,7.85577,3.22262,0,0,0,0.0351497,3.84344,-0.143071,0,-2.99205,-0.469104,0,0.0199872,2.384,914,50,0,0,0,FALSE,TRUE
