experiment	model	iptm+ptm	gdock	n_protein	cytokine	wet_hit	total_score	negative_energy
BANAL-20-52-N_TNFalpha	model_3_multimer_v3_pred_1	0.668947215692176	0.227987867561833	BANAL-20-52-N	TNFalpha	False	0.896935083254009	True
MERS-CoV-N_CXCL5	model_4_multimer_v3_pred_0	0.667942688928806	0.925089484585705	MERS-CoV-N	CXCL5	False	1.593032173514511	True
MERS-CoV-N_IFNgamma	model_1_multimer_v3_pred_4	0.667785118895142	0.016617638745339	MERS-CoV-N	IFNgamma	False	0.684402757640481	True
SARS-CoV-2-WA1-N_IFNA2	model_2_multimer_v3_pred_1	0.667678153005516	0.773072735623883	SARS-CoV-2-WA1-N	IFNA2	False	1.440750888629399	True
RaTG13-N_TNFalpha	model_3_multimer_v3_pred_4	0.667635618368402	0.194773281245788	RaTG13-N	TNFalpha	False	0.86240889961419	True
MERS-CoV-N_IFNgamma	model_1_multimer_v3_pred_1	0.667617578555365	0.017360643980278	MERS-CoV-N	IFNgamma	False	0.684978222535643	True
SARS-CoV-2-BQ.1-N_CCL3	model_4_multimer_v3_pred_4	0.667159631840359	0.687562723689233	SARS-CoV-2-BQ.1-N	CCL3	False	1.354722355529592	True
MERS-CoV-N_CXCL5	model_4_multimer_v3_pred_4	0.666761949279949	0.934279853247808	MERS-CoV-N	CXCL5	False	1.601041802527757	True
MERS-CoV-N_CXCL6	model_4_multimer_v3_pred_2	0.666405349098274	0.959914367530477	MERS-CoV-N	CXCL6	False	1.626319716628751	True
SARS-CoV-2-B.1.1.7-N_CCL3	model_4_multimer_v3_pred_0	0.66638848046178	0.775007117130257	SARS-CoV-2-B.1.1.7-N	CCL3	False	1.4413955975920372	True
SARS-CoV-2-P.1-N_IL-12p70	model_1_multimer_v3_pred_1	0.666320812182019	0.482688390796823	SARS-CoV-2-P.1-N	IL-12p70	False	1.1490092029788421	True
SARS-CoV-2-XBB-N_IFNA2	model_2_multimer_v3_pred_4	0.666264988270087	0.298270387830187	SARS-CoV-2-XBB-N	IFNA2	False	0.964535376100274	True
MERS-CoV-N_IFNgamma	model_1_multimer_v3_pred_3	0.665316393154773	0.018157159832172	MERS-CoV-N	IFNgamma	False	0.683473552986945	True
SARS-CoV-2-B.1.1.529-N_TNFalpha	model_3_multimer_v3_pred_1	0.664540525254921	0.205688278231315	SARS-CoV-2-B.1.1.529-N	TNFalpha	False	0.870228803486236	True
SARS-CoV-2-XBB-N_CCL3	model_4_multimer_v3_pred_2	0.663257320132233	0.611707156401558	SARS-CoV-2-XBB-N	CCL3	False	1.274964476533791	True
SARS-CoV-2-BA.4-N_CXCL11	model_3_multimer_v3_pred_4	0.662822670279	0.949200805781904	SARS-CoV-2-BA.4-N	CXCL11	True	1.612023476060904	True
MERS-CoV-N_CXCL5	model_4_multimer_v3_pred_3	0.662780607111752	0.972057296483513	MERS-CoV-N	CXCL5	False	1.634837903595265	True
SARS-CoV-2-B.1.1.7-N_TNFalpha	model_3_multimer_v3_pred_2	0.662072311567696	0.248255526542404	SARS-CoV-2-B.1.1.7-N	TNFalpha	False	0.9103278381101	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL3	model_4_multimer_v3_pred_1	0.662035603988455	0.523897365584071	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL3	False	1.185932969572526	True
SARS-CoV-2-XBB-N_IL-35	model_1_multimer_v3_pred_3	0.661327757672793	0.986696342535119	SARS-CoV-2-XBB-N	IL-35	False	1.648024100207912	True
SARS-CoV-2-B.1.1.529-N_CXCL11	model_4_multimer_v3_pred_3	0.659923426253592	0.98168354022213	SARS-CoV-2-B.1.1.529-N	CXCL11	True	1.641606966475722	True
SARS-CoV-2-B.1.351-N_CXCL11	model_5_multimer_v3_pred_3	0.659675490721148	0.959889794699411	SARS-CoV-2-B.1.351-N	CXCL11	True	1.6195652854205589	True
SARS-CoV-2-P.1-N_TNFalpha	model_3_multimer_v3_pred_3	0.659459379885378	0.319680421198841	SARS-CoV-2-P.1-N	TNFalpha	False	0.9791398010842189	True
SARS-CoV-2-XBB-N_CCL3	model_4_multimer_v3_pred_0	0.658703060789531	0.733143818340063	SARS-CoV-2-XBB-N	CCL3	False	1.3918468791295942	True
SARS-CoV-2-B.1.617.2-DeltaA-N_IFNA2	model_2_multimer_v3_pred_3	0.657643339225134	0.272558512898447	SARS-CoV-2-B.1.617.2-DeltaA-N	IFNA2	False	0.930201852123581	True
SARS-CoV-2-XBB-N_CCL13	model_4_multimer_v3_pred_2	0.657136759542804	0.766933995257351	SARS-CoV-2-XBB-N	CCL13	False	1.424070754800155	True
SARS-CoV-2-B.1.1.529-N_TNFalpha	model_3_multimer_v3_pred_2	0.65699517695519	0.189030336616313	SARS-CoV-2-B.1.1.529-N	TNFalpha	False	0.846025513571503	True
SARS-CoV-2-B.1.1.7-N_CCL4	model_4_multimer_v3_pred_3	0.656823864949911	0.875774398277459	SARS-CoV-2-B.1.1.7-N	CCL4	False	1.5325982632273698	True
SARS-CoV-2-BA.1.1-N_CCL3	model_4_multimer_v3_pred_1	0.656730310071434	0.520229136761376	SARS-CoV-2-BA.1.1-N	CCL3	False	1.17695944683281	True
SARS-CoV-2-B.1.351-N_IL-35	model_1_multimer_v3_pred_4	0.6566889010103	0.986597806837973	SARS-CoV-2-B.1.351-N	IL-35	False	1.6432867078482731	True
SARS-CoV-2-BA.1.1-N_CCL13	model_4_multimer_v3_pred_2	0.656206209619179	0.757397757695881	SARS-CoV-2-BA.1.1-N	CCL13	False	1.41360396731506	True
SARS-CoV-2-P.1-N_TNFalpha	model_3_multimer_v3_pred_1	0.656059797991214	0.156566596751561	SARS-CoV-2-P.1-N	TNFalpha	False	0.8126263947427751	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL13	model_4_multimer_v3_pred_4	0.655603138078348	0.837399825424192	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL13	False	1.4930029635025401	True
SARS-CoV-2-B.1.1.529-N_CCL3	model_4_multimer_v3_pred_3	0.655086106641362	0.72612798369634	SARS-CoV-2-B.1.1.529-N	CCL3	False	1.3812140903377021	True
SARS-CoV-2-P.1-N_CCL3	model_4_multimer_v3_pred_0	0.655079913278901	0.457665837726377	SARS-CoV-2-P.1-N	CCL3	False	1.112745751005278	True
MERS-CoV-N_CXCL14	model_5_multimer_v3_pred_3	0.654979640051735	0.934302235693555	MERS-CoV-N	CXCL14	True	1.58928187574529	True
SARS-CoV-2-B.1.351-N_CCL13	model_4_multimer_v3_pred_2	0.654883186614142	0.893160017919163	SARS-CoV-2-B.1.351-N	CCL13	False	1.548043204533305	True
SARS-CoV-2-B.1.1-N_TNFalpha	model_3_multimer_v3_pred_1	0.654752497399162	0.203018425414351	SARS-CoV-2-B.1.1-N	TNFalpha	False	0.857770922813513	True
MERS-CoV-N_CXCL5	model_2_multimer_v3_pred_2	0.654714889027613	0.927228793188989	MERS-CoV-N	CXCL5	False	1.581943682216602	True
SARS-CoV-2-BA.4-N_CCL3	model_4_multimer_v3_pred_2	0.654516710506135	0.697493953474287	SARS-CoV-2-BA.4-N	CCL3	False	1.3520106639804221	True
SARS-CoV-2-B.1.1.7-N_CCL13	model_4_multimer_v3_pred_2	0.653813509973305	0.749345452022149	SARS-CoV-2-B.1.1.7-N	CCL13	False	1.4031589619954539	True
SARS-CoV-2-B.1.1.7-N_CCL4	model_4_multimer_v3_pred_4	0.653639414003886	0.882493207195337	SARS-CoV-2-B.1.1.7-N	CCL4	False	1.536132621199223	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL3	model_4_multimer_v3_pred_3	0.653311722367434	0.431765641774335	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL3	False	1.085077364141769	True
SARS-CoV-2-B.1.1.7-N_CCL13	model_4_multimer_v3_pred_1	0.653286593923186	0.731690686409756	SARS-CoV-2-B.1.1.7-N	CCL13	False	1.3849772803329419	True
MERS-CoV-N_CXCL6	model_2_multimer_v3_pred_2	0.65282879348739	0.956430649266235	MERS-CoV-N	CXCL6	False	1.609259442753625	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL3	model_4_multimer_v3_pred_4	0.651633438172794	0.533405962521534	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL3	False	1.1850394006943281	True
MERS-CoV-N_CXCL5	model_2_multimer_v3_pred_3	0.651626314087117	0.943013125311096	MERS-CoV-N	CXCL5	False	1.594639439398213	True
SARS-CoV-2-P.1-N_CCL13	model_4_multimer_v3_pred_0	0.651522659713909	0.774294823447174	SARS-CoV-2-P.1-N	CCL13	False	1.425817483161083	True
MERS-CoV-N_CXCL5	model_2_multimer_v3_pred_1	0.650586790428325	0.924001468391233	MERS-CoV-N	CXCL5	False	1.574588258819558	True
OC43-N_IL-27	model_1_multimer_v3_pred_0	0.650575533680662	0.874938508204438	OC43-N	IL-27	False	1.5255140418851	True
MERS-CoV-N_CCL22	model_1_multimer_v3_pred_3	0.649705463429146	0.967890195896082	MERS-CoV-N	CCL22	False	1.617595659325228	True
SARS-CoV-2-BA.1.1-N_CCL13	model_4_multimer_v3_pred_0	0.649053676515923	0.969248707047868	SARS-CoV-2-BA.1.1-N	CCL13	False	1.618302383563791	False
BANAL-20-52-N_CCL3	model_4_multimer_v3_pred_4	0.648985229572161	0.524376155531448	BANAL-20-52-N	CCL3	False	1.1733613851036089	True
SARS-CoV-2-B.1.1.529-N_IL-12p70	model_1_multimer_v3_pred_0	0.648836616254098	0.372847135091522	SARS-CoV-2-B.1.1.529-N	IL-12p70	False	1.02168375134562	True
SARS-CoV-2-BQ.1-N_CXCL11	model_3_multimer_v3_pred_2	0.648647050085385	0.950814028987033	SARS-CoV-2-BQ.1-N	CXCL11	True	1.5994610790724182	True
SARS-CoV-2-BA.1.1-N_CCL3	model_4_multimer_v3_pred_0	0.648459944247778	0.454776252738963	SARS-CoV-2-BA.1.1-N	CCL3	False	1.103236196986741	True
BANAL-20-52-N_TNFalpha	model_3_multimer_v3_pred_0	0.647937936090913	0.247949432056869	BANAL-20-52-N	TNFalpha	False	0.895887368147782	True
SARS-CoV-2-P.1-N_CCL13	model_4_multimer_v3_pred_4	0.647399479061764	0.728846260564904	SARS-CoV-2-P.1-N	CCL13	False	1.3762457396266679	True
SARS-CoV-2-BA.4-N_CCL4	model_4_multimer_v3_pred_3	0.647144049650017	0.877694043614781	SARS-CoV-2-BA.4-N	CCL4	False	1.524838093264798	True
SARS-CoV-2-BA.4-N_CCL3	model_4_multimer_v3_pred_1	0.647124944208149	0.699961711586772	SARS-CoV-2-BA.4-N	CCL3	False	1.347086655794921	True
SARS-CoV-2-XBB-N_CXCL11	model_3_multimer_v3_pred_0	0.646940156462164	0.95745069804439	SARS-CoV-2-XBB-N	CXCL11	True	1.604390854506554	True
MERS-CoV-N_CCL22	model_2_multimer_v3_pred_2	0.646530158428319	0.866184944134344	MERS-CoV-N	CCL22	False	1.5127151025626628	True
RaTG13-N_CCL13	model_4_multimer_v3_pred_4	0.645851927743796	0.785697827980456	RaTG13-N	CCL13	False	1.431549755724252	True
MERS-CoV-N_CXCL5	model_2_multimer_v3_pred_4	0.645549588340729	0.975915408328397	MERS-CoV-N	CXCL5	False	1.621464996669126	False
SARS-CoV-2-BA.2-N_CCL13	model_4_multimer_v3_pred_3	0.645081007243868	0.796344017148229	SARS-CoV-2-BA.2-N	CCL13	False	1.441425024392097	True
SARS-CoV-2-XBB-N_CXCL11	model_3_multimer_v3_pred_1	0.644926964968217	0.966871023801101	SARS-CoV-2-XBB-N	CXCL11	True	1.6117979887693181	True
SARS-CoV-2-BA.2-N_CCL13	model_4_multimer_v3_pred_1	0.64490814741449	0.895452671299126	SARS-CoV-2-BA.2-N	CCL13	False	1.540360818713616	True
BANAL-20-52-N_CCL13	model_4_multimer_v3_pred_3	0.644583624284582	0.705854754631503	BANAL-20-52-N	CCL13	False	1.3504383789160852	True
BANAL-20-52-N_CCL4	model_4_multimer_v3_pred_4	0.644350397191127	0.903519277314287	BANAL-20-52-N	CCL4	False	1.5478696745054141	True
MERS-CoV-N_CXCL5	model_5_multimer_v3_pred_0	0.64407994234189	0.924535547698705	MERS-CoV-N	CXCL5	False	1.568615490040595	True
MERS-CoV-N_CXCL5	model_2_multimer_v3_pred_0	0.643831171252826	0.905523589220029	MERS-CoV-N	CXCL5	False	1.549354760472855	True
MERS-CoV-N_CCL22	model_2_multimer_v3_pred_4	0.643455021004351	0.929521016309224	MERS-CoV-N	CCL22	False	1.572976037313575	True
SARS-CoV-2-B.1.351-N_CCL13	model_4_multimer_v3_pred_3	0.643300605989039	0.88000836846992	SARS-CoV-2-B.1.351-N	CCL13	False	1.523308974458959	True
MERS-CoV-N_CXCL7	model_2_multimer_v3_pred_3	0.643257083040707	0.936961030467494	MERS-CoV-N	CXCL7	False	1.580218113508201	True
OC43-N_IL-27	model_1_multimer_v3_pred_2	0.643237046410903	0.34240509232015	OC43-N	IL-27	False	0.985642138731053	True
SARS-CoV-2-BA.4-N_CCL3	model_4_multimer_v3_pred_3	0.643163353354422	0.705189041096976	SARS-CoV-2-BA.4-N	CCL3	False	1.348352394451398	True
SARS-CoV-2-XBB-N_CCL13	model_4_multimer_v3_pred_3	0.642939959845792	0.819007018116774	SARS-CoV-2-XBB-N	CCL13	False	1.461946977962566	True
MERS-CoV-N_CXCL6	model_1_multimer_v3_pred_3	0.64285206752771	0.904477788127031	MERS-CoV-N	CXCL6	False	1.5473298556547408	True
SARS-CoV-2-B.1.1.7-N_CCL13	model_4_multimer_v3_pred_0	0.642600810348269	0.714081838361655	SARS-CoV-2-B.1.1.7-N	CCL13	False	1.356682648709924	True
SARS-CoV-2-BQ.1-N_CXCL11	model_3_multimer_v3_pred_3	0.642520785410718	0.959604453552477	SARS-CoV-2-BQ.1-N	CXCL11	True	1.602125238963195	True
SARS-CoV-2-B.1.351-N_IL-12p70	model_1_multimer_v3_pred_4	0.642430556943796	0.351828151682706	SARS-CoV-2-B.1.351-N	IL-12p70	False	0.994258708626502	True
SARS-CoV-2-BA.2-N_CXCL11	model_2_multimer_v3_pred_4	0.642087184355623	0.937765371881341	SARS-CoV-2-BA.2-N	CXCL11	True	1.5798525562369639	True
SARS-CoV-2-BA.2-N_CXCL11	model_3_multimer_v3_pred_1	0.642084164876095	0.959377365992528	SARS-CoV-2-BA.2-N	CXCL11	True	1.6014615308686229	True
OC43-N_IL-18BP	model_1_multimer_v3_pred_1	0.642034485922507	0.950483526154324	OC43-N	IL-18BP	False	1.592518012076831	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4	model_4_multimer_v3_pred_3	0.641735139200341	0.901428805575572	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL4	False	1.543163944775913	True
MERS-CoV-N_CCL22	model_1_multimer_v3_pred_4	0.64172776828692	0.911654115539794	MERS-CoV-N	CCL22	False	1.553381883826714	True
SARS-CoV-2-BQ.1-N_CXCL11	model_3_multimer_v3_pred_0	0.641682758585788	0.957257329566216	SARS-CoV-2-BQ.1-N	CXCL11	True	1.5989400881520042	True
SARS-CoV-2-B.1.1-N_CCL3	model_4_multimer_v3_pred_2	0.641666562211323	0.54767788608207	SARS-CoV-2-B.1.1-N	CCL3	False	1.189344448293393	True
SARS-CoV-2-BA.2-N_IL-12p70	model_1_multimer_v3_pred_4	0.641229589132762	0.279830332670248	SARS-CoV-2-BA.2-N	IL-12p70	False	0.92105992180301	True
SARS-CoV-2-B.1.1.7-N_IL-12p70	model_1_multimer_v3_pred_0	0.64114481986483	0.362835983600254	SARS-CoV-2-B.1.1.7-N	IL-12p70	False	1.003980803465084	True
RaTG13-N_CCL4	model_4_multimer_v3_pred_1	0.640871866060872	0.878142056638149	RaTG13-N	CCL4	False	1.519013922699021	True
OC43-N_IL-18BP	model_1_multimer_v3_pred_3	0.640625312810951	0.059480249909822	OC43-N	IL-18BP	False	0.7001055627207731	True
SARS-CoV-2-B.1.1.529-N_CCL13	model_4_multimer_v3_pred_4	0.640483769153733	0.858775389891535	SARS-CoV-2-B.1.1.529-N	CCL13	False	1.499259159045268	True
SARS-CoV-2-B.1.1.529-N_CCL13	model_4_multimer_v3_pred_1	0.640410026039941	0.721927067990964	SARS-CoV-2-B.1.1.529-N	CCL13	False	1.362337094030905	True
SARS-CoV-2-B.1.1-N_CCL4	model_4_multimer_v3_pred_2	0.640396855336148	0.883987980127367	SARS-CoV-2-B.1.1-N	CCL4	False	1.524384835463515	True
MERS-CoV-N_CXCL6	model_2_multimer_v3_pred_4	0.639751495746336	0.908898125815757	MERS-CoV-N	CXCL6	False	1.548649621562093	True
MERS-CoV-N_CXCL6	model_1_multimer_v3_pred_0	0.63973954618759	0.915942868916559	MERS-CoV-N	CXCL6	False	1.5556824151041488	True
SARS-CoV-2-BA.2-N_CCL13	model_4_multimer_v3_pred_4	0.639738128033823	0.790908559921305	SARS-CoV-2-BA.2-N	CCL13	False	1.430646687955128	True
SARS-CoV-2-BA.4-N_CCL13	model_4_multimer_v3_pred_2	0.639602148098867	0.896817966650782	SARS-CoV-2-BA.4-N	CCL13	False	1.536420114749649	False
SARS-CoV-2-BA.2-N_CCL13	model_4_multimer_v3_pred_2	0.639596415031867	0.764794084991953	SARS-CoV-2-BA.2-N	CCL13	False	1.40439050002382	True
SARS-CoV-2-BQ.1-N_CXCL11	model_3_multimer_v3_pred_4	0.639572109813519	0.961501054967213	SARS-CoV-2-BQ.1-N	CXCL11	True	1.6010731647807321	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL13	model_4_multimer_v3_pred_3	0.639550388572733	0.751906008735807	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL13	False	1.39145639730854	True
MERS-CoV-N_CXCL6	model_3_multimer_v3_pred_2	0.638948366003378	0.94073556742822	MERS-CoV-N	CXCL6	False	1.579683933431598	True
SARS-CoV-2-B.1.1-N_CCL13	model_4_multimer_v3_pred_3	0.638895541800496	0.772016478368778	SARS-CoV-2-B.1.1-N	CCL13	False	1.410912020169274	True
MERS-CoV-N_CXCL6	model_2_multimer_v3_pred_1	0.638773197343511	0.935953669430124	MERS-CoV-N	CXCL6	False	1.5747268667736352	True
SARS-CoV-N_CXCL11	model_4_multimer_v3_pred_4	0.638691161030872	0.975152800373408	SARS-CoV-N	CXCL11	True	1.6138439614042799	True
SARS-CoV-2-XBB-N_CCL13	model_4_multimer_v3_pred_1	0.638622003901427	0.810743189585535	SARS-CoV-2-XBB-N	CCL13	False	1.449365193486962	True
MERS-CoV-N_CCL22	model_2_multimer_v3_pred_0	0.638515504361294	0.73053632588234	MERS-CoV-N	CCL22	False	1.369051830243634	True
SARS-CoV-2-B.1.351-N_CCL13	model_4_multimer_v3_pred_0	0.638420349113598	0.708580710578634	SARS-CoV-2-B.1.351-N	CCL13	False	1.3470010596922322	True
MERS-CoV-N_CXCL14	model_5_multimer_v3_pred_2	0.638269453233344	0.948169303702243	MERS-CoV-N	CXCL14	True	1.586438756935587	True
SARS-CoV-2-B.1.1.529-N_CXCL11	model_3_multimer_v3_pred_4	0.638108490126877	0.955875409985866	SARS-CoV-2-B.1.1.529-N	CXCL11	True	1.593983900112743	True
SARS-CoV-2-BA.4-N_CCL13	model_4_multimer_v3_pred_4	0.637824625961899	0.939752084613476	SARS-CoV-2-BA.4-N	CCL13	False	1.577576710575375	True
BANAL-20-52-N_CCL20	model_4_multimer_v3_pred_2	0.636538882990622	0.775982369644733	BANAL-20-52-N	CCL20	False	1.412521252635355	True
RaTG13-N_CCL13	model_4_multimer_v3_pred_0	0.636529279746062	0.682486970434799	RaTG13-N	CCL13	False	1.3190162501808609	True
MERS-CoV-N_CXCL6	model_2_multimer_v3_pred_3	0.635708579715916	0.892528968275125	MERS-CoV-N	CXCL6	False	1.5282375479910408	True
SARS-CoV-2-BA.1.1-N_CXCL11	model_3_multimer_v3_pred_1	0.635479969517349	0.944128333560995	SARS-CoV-2-BA.1.1-N	CXCL11	True	1.579608303078344	True
MERS-CoV-N_CXCL6	model_5_multimer_v3_pred_2	0.63524298032795	0.945314218620092	MERS-CoV-N	CXCL6	False	1.580557198948042	True
SARS-CoV-2-B.1.1-N_CXCL11	model_3_multimer_v3_pred_4	0.635178952812322	0.958879618305946	SARS-CoV-2-B.1.1-N	CXCL11	True	1.594058571118268	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL22	model_5_multimer_v3_pred_1	0.635041873027055	0.927551334544031	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL22	False	1.562593207571086	False
SARS-CoV-2-XBB-N_CXCL11	model_3_multimer_v3_pred_2	0.634978770418687	0.959470504103384	SARS-CoV-2-XBB-N	CXCL11	True	1.5944492745220709	True
SARS-CoV-2-B.1.1.529-N_CCL4	model_4_multimer_v3_pred_0	0.634751851639815	0.883461483265866	SARS-CoV-2-B.1.1.529-N	CCL4	False	1.518213334905681	True
SARS-CoV-2-B.1.1.529-N_CXCL11	model_3_multimer_v3_pred_1	0.634433007055672	0.957423538167571	SARS-CoV-2-B.1.1.529-N	CXCL11	True	1.591856545223243	True
SARS-CoV-2-B.1.351-N_CCL22	model_1_multimer_v3_pred_1	0.634011792814255	0.887461357856423	SARS-CoV-2-B.1.351-N	CCL22	False	1.521473150670678	False
SARS-CoV-2-BA.4-N_CXCL11	model_3_multimer_v3_pred_2	0.633975113982904	0.960375727196802	SARS-CoV-2-BA.4-N	CXCL11	True	1.5943508411797058	True
MERS-CoV-N_CXCL6	model_2_multimer_v3_pred_0	0.633794784923203	0.916410526564749	MERS-CoV-N	CXCL6	False	1.550205311487952	True
OC43-N_IFNomega	model_3_multimer_v3_pred_1	0.633758845325223	0.964461645387024	OC43-N	IFNomega	False	1.5982204907122468	True
SARS-CoV-2-B.1.1-N_CCL13	model_4_multimer_v3_pred_2	0.633417599491386	0.845216670969647	SARS-CoV-2-B.1.1-N	CCL13	False	1.4786342704610331	True
SARS-CoV-2-BQ.1-N_CCL4	model_4_multimer_v3_pred_4	0.633393434339616	0.876383667907707	SARS-CoV-2-BQ.1-N	CCL4	False	1.5097771022473232	True
SARS-CoV-2-B.1.351-N_CCL13	model_4_multimer_v3_pred_1	0.632700197912926	0.736777526390469	SARS-CoV-2-B.1.351-N	CCL13	False	1.3694777243033949	True
SARS-CoV-2-XBB-N_CCL4	model_4_multimer_v3_pred_1	0.632069355849782	0.906890310858452	SARS-CoV-2-XBB-N	CCL4	False	1.538959666708234	True
MERS-CoV-N_CXCL14	model_5_multimer_v3_pred_4	0.631696653996848	0.946166767584748	MERS-CoV-N	CXCL14	True	1.577863421581596	True
MERS-CoV-N_IL-35	model_1_multimer_v3_pred_2	0.630980438257071	0.970727246065717	MERS-CoV-N	IL-35	False	1.601707684322788	True
SARS-CoV-2-BA.4-N_CCL13	model_4_multimer_v3_pred_3	0.630625829434384	0.746327628924999	SARS-CoV-2-BA.4-N	CCL13	False	1.3769534583593832	True
SARS-CoV-2-WA1-N_CCL3	model_4_multimer_v3_pred_1	0.629773203455395	0.665527134127143	SARS-CoV-2-WA1-N	CCL3	False	1.295300337582538	True
MERS-CoV-N_CCL22	model_2_multimer_v3_pred_3	0.629661138762573	0.684505005445724	MERS-CoV-N	CCL22	False	1.314166144208297	True
SARS-CoV-2-BA.4-N_CCL3L1	model_4_multimer_v3_pred_3	0.629595289685742	0.887280836202371	SARS-CoV-2-BA.4-N	CCL3L1	False	1.516876125888113	True
SARS-CoV-2-B.1.351-N_CCL4	model_4_multimer_v3_pred_0	0.629489623762594	0.84401383776794	SARS-CoV-2-B.1.351-N	CCL4	False	1.473503461530534	True
SARS-CoV-2-B.1.351-N_CCL22	model_2_multimer_v3_pred_1	0.629473860853258	0.78465774956984	SARS-CoV-2-B.1.351-N	CCL22	False	1.414131610423098	True
SARS-CoV-2-B.1.1-N_CCL4	model_4_multimer_v3_pred_3	0.628831686306726	0.890694558464115	SARS-CoV-2-B.1.1-N	CCL4	False	1.519526244770841	True
BANAL-20-52-N_CCL13	model_4_multimer_v3_pred_0	0.628212382825354	0.723448955321827	BANAL-20-52-N	CCL13	False	1.351661338147181	True
SARS-CoV-2-B.1.617.2-DeltaA-N_CCL4	model_4_multimer_v3_pred_1	0.62788973585141	0.88654674509672	SARS-CoV-2-B.1.617.2-DeltaA-N	CCL4	False	1.51443648094813	True
SARS-CoV-2-B.1.1-N_CCL4	model_4_multimer_v3_pred_4	0.627864671585311	0.907189391749511	SARS-CoV-2-B.1.1-N	CCL4	False	1.535054063334822	True
SARS-CoV-2-B.1.1.529-N_IL-35	model_1_multimer_v3_pred_1	0.627755742193041	0.98353054691642	SARS-CoV-2-B.1.1.529-N	IL-35	False	1.611286289109461	True
SARS-CoV-2-BA.1.1-N_CCL3	model_4_multimer_v3_pred_2	0.626521418008468	0.454626421697703	SARS-CoV-2-BA.1.1-N	CCL3	False	1.081147839706171	True
MERS-CoV-N_CCL22	model_4_multimer_v3_pred_2	0.625937627659656	0.945380244130947	MERS-CoV-N	CCL22	False	1.571317871790603	True
SARS-CoV-2-BA.2-N_CXCL11	model_3_multimer_v3_pred_0	0.625831143545564	0.967700856636503	SARS-CoV-2-BA.2-N	CXCL11	True	1.593532000182067	True
OC43-N_CCL7	model_5_multimer_v3_pred_3	0.625787013901545	0.889803671135759	OC43-N	CCL7	False	1.515590685037304	False
SARS-CoV-2-BQ.1-N_CCL13	model_4_multimer_v3_pred_3	0.625384539191249	0.865706230357058	SARS-CoV-2-BQ.1-N	CCL13	False	1.491090769548307	True
MERS-CoV-N_CCL22	model_1_multimer_v3_pred_1	0.625354536941138	0.888583280562403	MERS-CoV-N	CCL22	False	1.513937817503541	True
SARS-CoV-2-WA1-N_CCL13	model_4_multimer_v3_pred_3	0.624956303593622	0.715241474820107	SARS-CoV-2-WA1-N	CCL13	False	1.340197778413729	True
SARS-CoV-2-B.1.1.529-N_CCL13	model_4_multimer_v3_pred_3	0.624141523070526	0.850144131948482	SARS-CoV-2-B.1.1.529-N	CCL13	False	1.474285655019008	True
SARS-CoV-2-BA.1.1-N_CCL13	model_4_multimer_v3_pred_3	0.624009724545556	0.818916487534363	SARS-CoV-2-BA.1.1-N	CCL13	False	1.442926212079919	True
SARS-CoV-2-BA.1.1-N_CXCL11	model_3_multimer_v3_pred_2	0.623932946381702	0.961943285218012	SARS-CoV-2-BA.1.1-N	CXCL11	True	1.585876231599714	True
BANAL-20-52-N_CCL13	model_4_multimer_v3_pred_4	0.623492588205364	0.784819350370617	BANAL-20-52-N	CCL13	False	1.408311938575981	True
SARS-CoV-2-B.1.351-N_IL-23	model_1_multimer_v3_pred_0	0.622708579480241		SARS-CoV-2-B.1.351-N	IL-23	False		True
SARS-CoV-2-BA.2-N_CXCL11	model_3_multimer_v3_pred_2	0.621777656357184	0.972645095228196	SARS-CoV-2-BA.2-N	CXCL11	True	1.59442275158538	True
SARS-CoV-2-BA.1.1-N_CXCL11	model_3_multimer_v3_pred_0	0.621606261482504	0.961282815915254	SARS-CoV-2-BA.1.1-N	CXCL11	True	1.582889077397758	True
OC43-N_IFNbeta	model_2_multimer_v3_pred_0	0.621165687478013	0.905921259196763	OC43-N	IFNbeta	False	1.527086946674776	True
OC43-N_CXCL11	model_3_multimer_v3_pred_0	0.620925820613257	0.952901058864961	OC43-N	CXCL11	True	1.573826879478218	True
SARS-CoV-2-B.1.351-N_CCL4	model_4_multimer_v3_pred_4	0.620846426998169	0.890321052597787	SARS-CoV-2-B.1.351-N	CCL4	False	1.5111674795959562	True
OC43-N_IFNbeta	model_2_multimer_v3_pred_4	0.620741434316481	0.83850527118941	OC43-N	IFNbeta	False	1.4592467055058909	True
RaTG13-N_CCL4	model_4_multimer_v3_pred_4	0.619916467107281	0.905567384537173	RaTG13-N	CCL4	False	1.525483851644454	True
