experiment_name,best_model_pred,iptm+ptm,gdock,total_score,negative_energy,Group1,Group2,IntraclashesGroup1,IntraclashesGroup2,af2_foldx_dG,Backbone Hbond,Sidechain Hbond,Van der Waals,Electrostatics,Solvation Polar,Solvation Hydrophobic,Van der Waals clashes,entropy sidechain,entropy mainchain,sloop_entropy,mloop_entropy,cis_bond,torsional clash,backbone clash,helix dipole,water bridge,disulfide,electrostatic kon,partial covalent bonds,energy Ionisation,Entropy Complex,Number of Residues,Interface Residues,Interface Residues Clashing,Interface Residues VdW Clashing,Interface Residues BB Clashing,wet_hit,n_protein,cytokine_protein,af2_best_pdb_path,af2_prodigy_deltaG_kcalpermol,af2_prodigy_dissociation_constant_M
SARS-CoV-2-BQ.1-N__IL-1beta,model_3_multimer_v3_pred_0,0.21030111,0.981882084105682,1.19218319387057,False,A,B,26.6201,6.07472,0.641488,-1.57931,-3.89354,-16.0731,-0.801166,23.4664,-21.8046,5.64524,7.64801,8.31,0,0,-4.44E-16,0.115406,4.20188,0.0488368,0,0,-0.440741,0,6.94E-17,2.384,569,50,2,2,1,False,SARS-CoV-2-BQ.1-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_IL-1beta_relaxed_model_3_multimer_v3_pred_0.pdb,-11.1,7.5E-09
SARS-CoV-2-BA.4-N__IL-1beta,model_3_multimer_v3_pred_1,0.201982477,0.986066575425797,1.18804905291,True,A,B,27.5109,6.75321,-5.19659,-1.65078,-6.97671,-14.9475,-1.34994,22.1637,-19.9157,0.801913,9.56229,6.61141,0,0,0,1.08125,3.58392,0.0453841,0,0,-0.621873,0,-2.78E-17,2.384,569,50,1,0,1,False,SARS-CoV-2-BA.4-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_IL-1beta_relaxed_model_3_multimer_v3_pred_1.pdb,-9.4,1.4E-07
SARS-CoV-2-WA1-N__IL-1beta,model_2_multimer_v3_pred_2,0.244213482,0.838769525639429,1.08298300783392,False,A,B,34.707,7.06043,1.18012,-1.41513,-7.09224,-15.9188,-0.150727,22.9428,-21.676,9.82256,8.52412,5.23183,0,0,0,0.946535,1.7542,0,0,0,-0.0347636,0,1.11E-16,2.384,572,36,4,4,0,False,SARS-CoV-2-WA1-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_IL-1beta_relaxed_model_2_multimer_v3_pred_2.pdb,-8.1,1.2E-06
OC43-N__IL-1beta,model_2_multimer_v3_pred_2,0.195521547,0.930348986539468,1.12587053311631,False,A,B,55.1626,5.00832,5.52204,-3.84982,-12.4672,-22.9591,-6.41445,39.3857,-26.8208,15.168,15.714,8.74994,0,0,4.44E-16,0.461371,4.88047,0.0365848,0,0,-1.4822,0,5.55E-17,2.384,601,67,5,5,1,False,OC43-N,IL-1beta,./best_AF2_and_GDock/OC43-N_IL-1beta_relaxed_model_2_multimer_v3_pred_2.pdb,-12.5,7.3E-10
SARS-CoV-N__IL-1beta,model_3_multimer_v3_pred_2,0.214902445,0.982121252231628,1.1970236972332,True,A,B,26.4411,11.6287,-1.91705,-2.8655,-7.49996,-14.1276,-0.86318,20.4898,-18.6048,4.66127,8.93068,7.91513,0,0,0,0.405743,3.06178,0.0476049,0,0,-0.406249,0,4.16E-17,2.384,575,46,2,2,0,False,SARS-CoV-N,IL-1beta,./best_AF2_and_GDock/SARS-CoV-N_IL-1beta_relaxed_model_3_multimer_v3_pred_2.pdb,-9.9,5.1E-08
SARS-CoV-2-B.1.351-N__CXCL6,model_3_multimer_v3_pred_2,0.315093607,0.966183514617362,1.28127712115823,True,A,B,24.069,3.65588,-10.786,-3.85747,-8.61473,-11.1807,-1.68879,14.8595,-15.4458,1.12771,9.13119,5.10233,0,0,0,0.199239,1.06666,-0.0486539,0,0,-0.37289,0,0.0030394,2.384,496,40,0,0,0,False,SARS-CoV-2-B.1.351-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CXCL6_relaxed_model_3_multimer_v3_pred_2.pdb,-8,1.3E-06
SARS-CoV-2-B.1.1.7-N__CXCL6,model_5_multimer_v3_pred_3,0.312078006,0.974009694049645,1.2860877002714,True,A,B,21.516,6.19276,-8.41523,-5.9229,-3.23777,-13.3637,-1.51953,17.5798,-16.8313,2.87635,6.57273,4.93233,0,0,0,1.06295,3.05175,-0.0106811,0,-8.88E-16,-0.553544,0,0,2.384,496,38,1,1,0,False,SARS-CoV-2-B.1.1.7-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CXCL6_relaxed_model_5_multimer_v3_pred_3.pdb,-9.3,1.4E-07
RaTG13-N__CXCL6,model_3_multimer_v3_pred_3,0.336035372,0.977729149568547,1.31376452120961,True,A,B,38.5085,2.51644,-19.9528,-5.14854,-6.83924,-17.2059,-1.3186,18.6145,-25.0816,0.342675,10.4612,6.01948,0,0,0,0.0454384,1.9183,0.144729,0,0,0.0131055,0,0,2.384,496,46,0,0,0,False,RaTG13-N,CXCL6,./best_AF2_and_GDock/RaTG13-N_CXCL6_relaxed_model_3_multimer_v3_pred_3.pdb,-9.1,2E-07
MERS-CoV-N__CXCL6,model_4_multimer_v3_pred_1,0.733434805,0.952134377067894,1.68556918237218,True,A,B,8.00479,1.90983,-29.3557,-4.23167,-11.6333,-23.7209,-1.53207,24.7546,-36.2494,0.944239,18.9181,3.57743,0,0,0,0.153943,3.37709,0.110961,0,0,-0.447601,0,0,2.384,488,79,0,0,0,False,MERS-CoV-N,CXCL6,./best_AF2_and_GDock/MERS-CoV-N_CXCL6_relaxed_model_4_multimer_v3_pred_1.pdb,-10.5,2E-08
SARS-CoV-2-B.1.1.529-N__CXCL6,model_5_multimer_v3_pred_4,0.357055536,0.983964978269264,1.34102051446907,True,A,B,35.2217,6.12151,-4.71747,-4.5611,-3.87152,-14.1146,-1.39313,19.5223,-18.4359,4.80674,7.65493,5.76711,0,0,0,0.43984,5.85181,-0.0190318,0,-8.88E-16,-0.5131,0,0,2.384,493,37,2,1,1,False,SARS-CoV-2-B.1.1.529-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL6_relaxed_model_5_multimer_v3_pred_4.pdb,-10.6,1.7E-08
SARS-CoV-2-P.1-N__CXCL6,model_3_multimer_v3_pred_1,0.352105312,0.979949892852562,1.33205520531823,True,A,B,17.3177,3.37696,-12.7077,-4.35671,-4.73241,-14.4148,-1.05243,17.6841,-20.6678,0.164999,8.73255,6.18687,0,0,0,0.0736447,4.31352,-0.0772916,0,0,-0.2484,0,0,2.384,496,49,0,0,0,False,SARS-CoV-2-P.1-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL6_relaxed_model_3_multimer_v3_pred_1.pdb,-9.6,9.7E-08
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL6,model_3_multimer_v3_pred_2,0.32475008,0.979419657837294,1.30416973734495,True,A,B,35.6798,4.27812,-11.5836,-5.20423,-9.2281,-20.3059,-2.92509,28.0522,-27.3879,3.28774,13.9785,7.92984,0,0,0,0.603852,6.3437,-0.116327,0,0,-0.268271,0,0,2.384,496,59,4,2,2,False,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL6_relaxed_model_3_multimer_v3_pred_2.pdb,-9.4,1.2E-07
SARS-CoV-2-BA.2-N__CXCL6,model_3_multimer_v3_pred_0,0.325407477,0.97589031055827,1.30129778740859,True,A,B,20.3199,4.4335,-13.2472,-4.02228,-5.08776,-19.8176,-1.45144,23.8555,-28.5252,2.1865,13.1552,6.44559,0,0,0,0.647931,7.44705,-0.155686,0,0,-0.477915,0,0,2.384,493,55,2,0,2,False,SARS-CoV-2-BA.2-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL6_relaxed_model_3_multimer_v3_pred_0.pdb,-9.3,1.5E-07
SARS-CoV-2-XBB-N__CXCL6,model_3_multimer_v3_pred_4,0.329315756,0.980944417965315,1.31026017398352,True,A,B,26.133,3.98397,-13.5619,-3.6448,-4.40917,-11.2898,-0.690667,12.36,-16.6127,0.295116,6.11385,4.37329,0,0,0,0.0937992,1.14478,0.11886,0,0,-0.287402,0,0.0177448,2.384,493,37,0,0,0,False,SARS-CoV-2-XBB-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL6_relaxed_model_3_multimer_v3_pred_4.pdb,-8.4,7.1E-07
SARS-CoV-2-BA.1.1-N__CXCL6,model_3_multimer_v3_pred_3,0.32995059,0.985742672194298,1.31569326267151,True,A,B,45.985,4.56162,-15.3327,-7.34629,-11.7386,-20.9076,-2.29668,28.6274,-28.3985,1.97314,16.5313,8.35565,0,0,0,0.378101,4.79798,0.03731,0,0,-0.547907,0,0,2.384,493,64,0,0,0,False,SARS-CoV-2-BA.1.1-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL6_relaxed_model_3_multimer_v3_pred_3.pdb,-11.1,7.4E-09
BANAL-20-52-N__CXCL6,model_3_multimer_v3_pred_4,0.353951217,0.973279223285115,1.32723044058701,True,A,B,25.3187,2.92589,-13.3131,-5.92016,-9.08044,-15.5541,-2.9134,21.5427,-21.3611,1.01461,12.779,6.5366,0,0,0,0.349915,4.9617,0.0358286,0,0,-0.742614,0,0,2.384,496,49,1,0,1,False,BANAL-20-52-N,CXCL6,./best_AF2_and_GDock/BANAL-20-52-N_CXCL6_relaxed_model_3_multimer_v3_pred_4.pdb,-8.8,3.4E-07
SARS-CoV-2-B.1.1-N__CXCL6,model_3_multimer_v3_pred_0,0.332805294,0.971268974656949,1.30407426890771,True,A,B,29.6633,4.10451,-8.72454,-3.3348,-5.22685,-12.6515,-2.19535,17.3229,-17.3096,0.50977,9.06332,5.61261,0,0,0,0.168516,4.14401,-0.102737,0,0,-0.580748,0,0,2.384,496,43,1,0,1,False,SARS-CoV-2-B.1.1-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CXCL6_relaxed_model_3_multimer_v3_pred_0.pdb,-9.1,2.1E-07
SARS-CoV-2-BQ.1-N__CXCL6,model_5_multimer_v3_pred_0,0.309555402,0.970992234666555,1.28054763641349,True,A,B,20.5374,8.11546,-1.86385,-5.08384,-3.74349,-16.2241,-1.63582,22.9238,-20.6144,9.81894,7.33356,5.61153,0,0,0,0.145718,10.7575,-0.00600807,0,0,-0.389738,0,0,2.384,493,39,6,4,4,False,SARS-CoV-2-BQ.1-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CXCL6_relaxed_model_5_multimer_v3_pred_0.pdb,-9.6,9.3E-08
SARS-CoV-2-BA.4-N__CXCL6,model_3_multimer_v3_pred_0,0.336720119,0.980852345218706,1.31757246418675,True,A,B,21.0245,2.51515,-8.27114,-2.14167,-6.84523,-12.8152,-2.13539,17.8112,-17.6953,0.559321,11.2349,4.31789,0,0,0,0.0433786,2.56737,-0.0153438,0,-8.88E-16,-0.597526,0,0.00785374,2.384,493,42,0,0,0,False,SARS-CoV-2-BA.4-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CXCL6_relaxed_model_3_multimer_v3_pred_0.pdb,-8.6,5.3E-07
SARS-CoV-2-WA1-N__CXCL6,model_3_multimer_v3_pred_2,0.303406883,0.970024751528995,1.27343163434848,True,A,B,29.2943,4.91274,-9.44476,-3.23325,-5.3166,-17.4353,-1.1275,24.0601,-24.395,0.455421,10.2495,6.79146,0,0,0,0.598724,7.5882,0.0518346,0,0,-0.144198,0,0,2.384,496,53,2,0,2,False,SARS-CoV-2-WA1-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CXCL6_relaxed_model_3_multimer_v3_pred_2.pdb,-8.9,3.2E-07
OC43-N__CXCL6,model_4_multimer_v3_pred_4,0.528737353,0.972099946904945,1.50083729968078,True,A,B,14.1546,4.45396,-24.213,-6.09521,-15.397,-30.0897,-5.01713,38.7418,-42.887,2.13061,25.9551,9.87411,0,0,0.0204731,1.3433,7.67468,-1.10896,0,8.88E-16,-1.68332,0,0,2.384,525,102,1,0,1,False,OC43-N,CXCL6,./best_AF2_and_GDock/OC43-N_CXCL6_relaxed_model_4_multimer_v3_pred_4.pdb,-13.1,2.3E-10
SARS-CoV-N__CXCL6,model_3_multimer_v3_pred_1,0.328490615,0.984150654493654,1.31264126986566,True,A,B,35.1737,3.60975,-13.9598,-4.41977,-10.8426,-21.7777,-2.4458,30.1716,-29.7366,0.93681,16.1911,7.67463,0,0,0,0.251977,4.29686,0.287719,0,0,-0.251205,0,0,2.384,499,56,0,0,0,False,SARS-CoV-N,CXCL6,./best_AF2_and_GDock/SARS-CoV-N_CXCL6_relaxed_model_3_multimer_v3_pred_1.pdb,-10.6,1.8E-08
SARS-CoV-2-B.1.351-N__CCL3,model_4_multimer_v3_pred_0,0.704811117,0.776220980039829,1.48103209737676,True,A,B,16.7677,2.99329,-17.9756,-5.96648,-12.1522,-23.1563,-8.0855,37.8061,-26.3322,2.63166,10.0693,8.74971,0,0,0,0.180218,5.33079,0.10368,0,0,-1.82358,0,0,2.384,485,78,0,0,0,False,SARS-CoV-2-B.1.351-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CCL3_relaxed_model_4_multimer_v3_pred_0.pdb,-13.4,1.4E-10
SARS-CoV-2-B.1.1.7-N__CCL3,model_4_multimer_v3_pred_0,0.66638848,0.775007117130257,1.44139559759204,True,A,B,19.9835,3.06944,-13.8372,-5.07388,-11.2271,-22.9293,-9.67544,39.4361,-25.073,3.48166,10.9038,8.20617,0,0,0,0.319469,4.42632,-0.287861,0,0,-1.9178,0,0,2.384,485,74,0,0,0,False,SARS-CoV-2-B.1.1.7-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CCL3_relaxed_model_4_multimer_v3_pred_0.pdb,-13.9,6.3E-11
RaTG13-N__CCL3,model_1_multimer_v3_pred_0,0.420586912,0.905081427520317,1.32566833929967,False,A,B,20.3611,3.71977,4.1141,-6.35209,-10.3079,-22.5138,-8.94557,42.8143,-26.1759,21.3984,10.1054,6.57064,0,0,0,0.628668,16.0929,-1.23864,0,0,-1.86949,0,0,2.384,485,69,5,4,3,False,RaTG13-N,CCL3,./best_AF2_and_GDock/RaTG13-N_CCL3_relaxed_model_1_multimer_v3_pred_0.pdb,-12.1,1.3E-09
MERS-CoV-N__CCL3,model_4_multimer_v3_pred_3,0.29759788,0.961460719773171,1.25905859999899,False,A,B,19.3365,9.71742,5.49536,-3.59135,-4.12415,-25.2176,-3.47455,44.2314,-32.0655,7.37768,11.283,10.4959,0,0,0,2.05762,11.5414,-0.625432,0,0,-1.0818,0,0.230118,2.384,477,69,6,3,3,False,MERS-CoV-N,CCL3,./best_AF2_and_GDock/MERS-CoV-N_CCL3_relaxed_model_4_multimer_v3_pred_3.pdb,-15.8,2.4E-12
SARS-CoV-2-B.1.1.529-N__CCL3,model_4_multimer_v3_pred_1,0.693653052,0.787098754770627,1.48075180669493,True,A,B,12.7663,2.17963,-16.5733,-6.1425,-10.1642,-21.2431,-8.36759,35.7704,-23.6716,1.14069,9.42643,8.17355,0,0,0,0.156558,4.27463,0.0606529,0,8.88E-16,-1.71257,0,0,2.384,482,73,0,0,0,False,SARS-CoV-2-B.1.1.529-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CCL3_relaxed_model_4_multimer_v3_pred_1.pdb,-12.4,7.9E-10
SARS-CoV-2-P.1-N__CCL3,model_4_multimer_v3_pred_1,0.689761334,0.580607898282411,1.27036923234684,True,A,B,14.0456,1.24087,-21.1989,-6.41812,-12.5927,-20.5143,-8.62177,36.108,-23.6705,0.877491,10.0785,6.30179,0,0,0,0.114347,3.08405,-0.949579,0,0,-1.91207,0,0,2.384,485,67,0,0,0,False,SARS-CoV-2-P.1-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CCL3_relaxed_model_4_multimer_v3_pred_1.pdb,-13,3E-10
SARS-CoV-2-B.1.617.2-DeltaA-N__CCL3,model_2_multimer_v3_pred_2,0.403156732,0.824555683850226,1.22771241543516,True,A,B,35.2566,3.35763,-15.1467,-5.78653,-10.0598,-23.4734,-11.3396,42.3448,-26.6,1.74104,12.9521,8.04042,0,0,0,0.345295,6.49127,-0.826979,0,0,-2.48415,0,0,2.384,485,71,2,0,2,False,SARS-CoV-2-B.1.617.2-DeltaA-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CCL3_relaxed_model_2_multimer_v3_pred_2.pdb,-15.2,6.6E-12
SARS-CoV-2-BA.2-N__CCL3,model_4_multimer_v3_pred_0,0.695107196,0.778024328211791,1.47313152435771,True,A,B,12.7209,2.11636,-17.7975,-5.46394,-12.5997,-22.0978,-8.88615,37.6594,-24.8429,1.39518,9.98135,8.56672,0,0,0,0.177664,3.89103,0.0655274,0,8.88E-16,-1.7528,0,0,2.384,482,75,0,0,0,False,SARS-CoV-2-BA.2-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CCL3_relaxed_model_4_multimer_v3_pred_0.pdb,-12,1.5E-09
SARS-CoV-2-XBB-N__CCL3,model_4_multimer_v3_pred_4,0.692511902,0.768939605321954,1.46145150775432,True,A,B,14.0651,3.09232,-16.3849,-5.84908,-11.0548,-22.1276,-8.47706,37.759,-24.3962,1.3423,10.3473,7.76502,0,0,0,0.08195,4.03858,0.0760208,0,0,-1.85171,0,0,2.384,482,78,0,0,0,False,SARS-CoV-2-XBB-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CCL3_relaxed_model_4_multimer_v3_pred_4.pdb,-12.2,1.1E-09
SARS-CoV-2-BA.1.1-N__CCL3,model_4_multimer_v3_pred_4,0.679762549,0.702962260188575,1.38272480895458,True,A,B,15.1912,2.26998,-15.8987,-4.89345,-9.51446,-21.266,-8.84515,35.4118,-23.7107,3.00526,8.6415,7.14963,0,0,0,0.139164,3.6889,-0.285667,0,0,-1.73069,0,0,2.384,482,70,0,0,0,False,SARS-CoV-2-BA.1.1-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CCL3_relaxed_model_4_multimer_v3_pred_4.pdb,-12.7,4.7E-10
BANAL-20-52-N__CCL3,model_3_multimer_v3_pred_0,0.235556358,0.96210312546164,1.19765948314139,True,A,B,28.2145,2.4938,-4.14921,-3.28416,-3.76589,-13.0227,-0.561821,18.021,-17.2605,3.21059,5.82297,6.70535,0,0,0,0.0671467,1.77629,-4.44E-16,0,-8.88E-16,-0.125512,0,0.0442954,2.384,485,41,1,1,0,False,BANAL-20-52-N,CCL3,./best_AF2_and_GDock/BANAL-20-52-N_CCL3_relaxed_model_3_multimer_v3_pred_0.pdb,-9.6,9.2E-08
SARS-CoV-2-B.1.1-N__CCL3,model_4_multimer_v3_pred_3,0.686979644,0.766945087685166,1.45392473128752,True,A,B,17.8287,3.71315,-14.0566,-4.39886,-12.0959,-21.1719,-8.30473,35.1907,-24.057,3.5612,12.045,7.65304,0,0,0,0.217737,3.38236,-0.902596,0,0,-1.79331,0,0,2.384,485,76,0,0,0,False,SARS-CoV-2-B.1.1-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-B.1.1-N_CCL3_relaxed_model_4_multimer_v3_pred_3.pdb,-12.8,3.9E-10
SARS-CoV-2-BQ.1-N__CCL3,model_4_multimer_v3_pred_3,0.69938151,0.758122375519721,1.45750388526884,True,A,B,14.5181,1.96406,-15.3022,-5.78857,-10.5802,-20.6168,-9.15287,35.1404,-22.8908,2.62078,9.62795,8.55393,0,0,0,0.133339,3.27082,-0.365472,0,0,-1.98392,0,0,2.384,482,72,0,0,0,False,SARS-CoV-2-BQ.1-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-BQ.1-N_CCL3_relaxed_model_4_multimer_v3_pred_3.pdb,-11.8,2.3E-09
SARS-CoV-2-BA.4-N__CCL3,model_4_multimer_v3_pred_4,0.670601898,0.714933163746863,1.38553506140394,True,A,B,12.9762,2.72978,-12.3733,-5.67597,-10.4169,-21.7621,-9.41126,38.0454,-23.5982,3.64719,10.6553,8.18893,0,0,0,0.261334,4.2446,-0.322866,0,0,-1.9842,0,0,2.384,482,76,0,0,0,False,SARS-CoV-2-BA.4-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-BA.4-N_CCL3_relaxed_model_4_multimer_v3_pred_4.pdb,-12.7,5E-10
SARS-CoV-2-WA1-N__CCL3,model_4_multimer_v3_pred_3,0.589360303,0.736826986073889,1.32618728956384,True,A,B,14.1116,4.93042,-17.9345,-4.91601,-9.10897,-20.9344,-7.37978,33.9564,-25.7893,2.52604,9.79153,6.45077,0,0,0,0.173231,4.03423,-1.12231,0,0,-1.5817,0,0,2.384,485,66,0,0,0,False,SARS-CoV-2-WA1-N,CCL3,./best_AF2_and_GDock/SARS-CoV-2-WA1-N_CCL3_relaxed_model_4_multimer_v3_pred_3.pdb,-13.9,6.5E-11
OC43-N__CCL3,model_3_multimer_v3_pred_1,0.37121466,0.922090147009445,1.29330480708838,False,A,B,41.2531,3.5471,0.04542,-2.90714,-5.09967,-16.9963,-3.66478,29.1479,-18.3972,0.823286,10.3582,8.49063,0,0,0,0.20975,5.85848,-0.179986,0,1.78E-15,-1.73927,0,0,2.384,514,66,2,0,2,False,OC43-N,CCL3,./best_AF2_and_GDock/OC43-N_CCL3_relaxed_model_3_multimer_v3_pred_1.pdb,-12,1.6E-09
SARS-CoV-N__CCL3,model_3_multimer_v3_pred_0,0.247149075,0.981979731331131,1.22912880621959,True,A,B,20.9769,9.15678,-6.25387,-3.52301,-6.41421,-16.1832,-1.34645,22.6213,-22.034,1.55507,10.8644,8.17234,0,0,0,1.44218,7.14503,-0.589283,0,0,-0.849103,0,0.0300088,2.384,488,50,2,0,2,False,SARS-CoV-N,CCL3,./best_AF2_and_GDock/SARS-CoV-N_CCL3_relaxed_model_3_multimer_v3_pred_0.pdb,-10,4.3E-08
SARS-CoV-2-B.1.351-N__CXCL11,model_5_multimer_v3_pred_3,0.659675491,0.959889794699411,1.61956528542056,True,A,B,15.0134,1.49524,-18.1516,-6.80307,-7.24596,-20.4786,-1.75327,25.2657,-28.3343,1.75377,14.2876,5.55036,0,0,0,0.0783613,3.80997,0.423959,0,0,-0.896148,0,0,2.384,492,66,0,0,0,True,SARS-CoV-2-B.1.351-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-B.1.351-N_CXCL11_relaxed_model_5_multimer_v3_pred_3.pdb,-12.1,1.4E-09
SARS-CoV-2-B.1.1.7-N__CXCL11,model_3_multimer_v3_pred_3,0.365633288,0.94857229739763,1.31420558587342,True,A,B,25.2409,2.50795,-15.5272,-8.76587,-8.88801,-22.586,-1.44175,31.3957,-31.29,1.60422,15.7747,8.09838,0,0,0,0.722785,2.72688,0.0242517,0,0,-0.175529,0,0,2.384,492,64,0,0,0,True,SARS-CoV-2-B.1.1.7-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.7-N_CXCL11_relaxed_model_3_multimer_v3_pred_3.pdb,-10.6,1.7E-08
RaTG13-N__CXCL11,model_4_multimer_v3_pred_4,0.618840793,0.716149499793545,1.33499029286984,True,A,B,19.4246,2.76672,-15.1893,-2.97154,-11.2014,-24.7871,-3.55512,33.4966,-31.7247,0.693104,16.7341,8.34735,0,0,0,0.175817,2.22942,-0.0136206,0,0,-0.382832,0,0,2.384,492,71,0,0,0,True,RaTG13-N,CXCL11,./best_AF2_and_GDock/RaTG13-N_CXCL11_relaxed_model_4_multimer_v3_pred_4.pdb,-12.1,1.3E-09
MERS-CoV-N__CXCL11,model_3_multimer_v3_pred_0,0.451248973,0.939161106184757,1.3904100790015,True,A,B,23.7602,3.33745,-10.2892,-4.00266,-3.21939,-17.8092,-0.775846,23.7781,-23.6592,2.32692,6.58484,6.51827,0,0,0,0.167695,9.37964,0.0823195,0,0,-0.336556,0,0.055461,2.384,484,44,1,0,1,True,MERS-CoV-N,CXCL11,./best_AF2_and_GDock/MERS-CoV-N_CXCL11_relaxed_model_3_multimer_v3_pred_0.pdb,-11,9E-09
SARS-CoV-2-B.1.1.529-N__CXCL11,model_4_multimer_v3_pred_3,0.659923426,0.98168354022213,1.64160696647572,True,A,B,19.3103,1.82943,-21.7134,-7.15975,-8.98491,-21.5104,-1.72666,26.8689,-29.6645,0.608047,14.2396,5.8831,0,0,0,0.224667,4.39454,0.0924619,0,-8.88E-16,-0.583882,0,0,2.384,489,63,0,0,0,True,SARS-CoV-2-B.1.1.529-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-B.1.1.529-N_CXCL11_relaxed_model_4_multimer_v3_pred_3.pdb,-12.9,3.2E-10
SARS-CoV-2-P.1-N__CXCL11,model_4_multimer_v3_pred_0,0.586272912,0.829575383718422,1.41584829612713,True,A,B,19.62,1.34615,-16.4227,-2.07899,-11.7593,-24.1291,-4.42714,32.1317,-30.733,0.49887,15.612,8.72911,0,0,0,0.0863228,2.26085,0.0637256,0,0,-0.416968,0,0,2.384,492,69,0,0,0,True,SARS-CoV-2-P.1-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-P.1-N_CXCL11_relaxed_model_4_multimer_v3_pred_0.pdb,-11.7,2.5E-09
SARS-CoV-2-B.1.617.2-DeltaA-N__CXCL11,model_2_multimer_v3_pred_1,0.420133489,0.956473624545855,1.3766071130893,True,A,B,25.833,2.56752,-19.073,-7.34412,-5.92028,-19.3933,-1.27433,22.7658,-27.7693,0.771602,13.43,5.93441,0,0,0,0.107816,2.2578,0.317815,0,0,-0.699149,0,0,2.384,492,69,0,0,0,True,SARS-CoV-2-B.1.617.2-DeltaA-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-B.1.617.2-DeltaA-N_CXCL11_relaxed_model_2_multimer_v3_pred_1.pdb,-11.5,3.6E-09
SARS-CoV-2-BA.2-N__CXCL11,model_4_multimer_v3_pred_4,0.669599849,0.98670373668406,1.65630358551253,True,A,B,17.6268,2.18723,-23.6126,-11.1558,-9.50351,-24.5747,-1.28921,28.8371,-34.2151,1.985,17.3575,9.44838,0,0,0,0.179875,4.48889,0.141892,0,-8.88E-16,-0.824044,0,0,2.384,489,71,0,0,0,True,SARS-CoV-2-BA.2-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-BA.2-N_CXCL11_relaxed_model_4_multimer_v3_pred_4.pdb,-13.1,2.5E-10
SARS-CoV-2-XBB-N__CXCL11,model_3_multimer_v3_pred_1,0.644926965,0.966871023801101,1.61179798876932,True,A,B,23.3585,1.73234,-25.695,-11.2139,-9.83271,-26.3928,-1.74237,31.8938,-37.3925,0.642255,19.9926,9.75569,0,0,0,0.0770872,3.30368,-0.231825,0,-8.88E-16,-1.25029,0,0,2.384,489,81,0,0,0,True,SARS-CoV-2-XBB-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-XBB-N_CXCL11_relaxed_model_3_multimer_v3_pred_1.pdb,-15.3,5.8E-12
SARS-CoV-2-BA.1.1-N__CXCL11,model_4_multimer_v3_pred_4,0.707605402,0.985115485549094,1.69272088753147,True,A,B,11.1127,2.01893,-23.5438,-12.2701,-9.02766,-25.0103,-1.55673,31.3449,-34.7884,0.541328,18.5113,9.18132,0,0,0,0.166079,5.26138,0.124716,0,-8.88E-16,-0.760308,0,0,2.384,489,72,0,0,0,True,SARS-CoV-2-BA.1.1-N,CXCL11,./best_AF2_and_GDock/SARS-CoV-2-BA.1.1-N_CXCL11_relaxed_model_4_multimer_v3_pred_4.pdb,-13.2,2.1E-10
